1,2,74,4,44,71,6,7,7,9,53,72
1,15,62,10,2,72,8,15,74,2,54,73
6,19,57,7,44,73,5,5,75,5,55,74
2,44,75,4,50,74,1,54,76,9,8,75
1,52,76,4,42,75,8,55,77,1,29,76
10,53,43,6,51,76,6,41,78,4,56,77
6,54,77,4,52,77,4,33,79,1,23,78
3,55,78,10,53,78,2,56,80,4,24,79
7,56,79,10,54,79,9,57,81,8,1,80
2,57,80,6,55,80,6,23,82,3,57,81
9,58,81,3,36,81,11,8,83,5,47,82
4,59,82,10,48,82,3,16,84,2,58,83
11,60,83,4,44,71,6,58,85,6,59,84
9,8,84,4,56,53,11,6,86,10,60,85
10,31,85,5,57,83,8,59,87,2,61,51
9,31,86,3,31,84,2,22,88,10,1,86
5,61,87,4,58,85,3,47,89,1,62,87
5,38,88,10,5,86,8,60,90,10,28,30
2,62,89,6,59,51,11,28,91,7,36,88
4,63,90,2,25,87,7,34,92,9,63,89
11,64,91,11,48,88,11,61,93,10,36,43
7,65,92,7,14,18,2,62,94,2,60,90
9,66,25,5,60,89,1,8,95,3,11,91
7,67,93,9,54,90,11,43,96,2,64,92
3,68,80,9,61,91,1,33,97,5,19,93
9,64,94,2,62,92,5,63,98,5,65,94
7,61,95,3,63,93,7,64,99,4,18,95
4,69,96,6,64,94,1,5,100,11,66,96
5,70,97,10,45,95,2,63,101,9,67,97
3,71,98,11,65,96,1,64,96,1,45,98
3,72,99,5,35,97,8,28,102,8,2,99
3,73,100,7,66,98,8,9,103,1,68,100
6,31,101,7,27,33,7,4,104,1,69,101
2,11,102,10,58,99,8,65,105,5,47,82
9,60,103,2,67,100,8,53,106,9,70,102
2,74,104,2,68,101,8,9,41,3,71,60
5,14,105,9,5,102,5,66,107,7,72,103
3,75,106,8,16,103,5,58,108,6,72,104
4,24,107,9,69,104,3,10,109,4,73,105
8,76,108,4,70,105,1,67,110,7,74,106
5,57,109,4,71,106,9,68,111,10,75,107
2,77,110,6,33,107,4,11,112,4,26,108
3,2,111,3,72,108,4,47,113,9,76,109
10,50,112,9,73,109,6,22,23,8,27,110
3,48,113,4,39,110,9,40,114,5,8,111
7,70,114,9,41,111,1,69,115,9,77,73
8,34,115,8,74,112,8,30,116,1,45,98
6,1,107,6,28,113,4,70,117,6,33,39
8,15,116,2,37,114,11,53,118,5,58,106
5,78,117,8,6,115,8,71,119,7,78,112
4,8,118,6,75,116,10,8,120,9,8,75
9,36,119,9,12,117,6,72,52,11,76,113
11,24,120,9,43,118,1,18,121,6,8,114
3,78,121,2,76,119,4,48,98,6,74,115
7,18,122,8,16,120,6,60,45,7,62,116
11,15,123,10,77,121,9,21,122,5,19,93
3,79,124,11,66,72,6,73,7,2,37,117
5,16,125,8,70,89,5,28,29,1,71,118
6,2,126,11,78,122,8,17,123,4,79,27
6,28,115,1,79,55,5,9,124,5,80,119
2,80,127,2,80,123,10,74,125,2,14,120
5,81,128,5,38,48,9,59,126,1,81,121
7,15,129,9,6,124,9,53,127,9,2,122
2,44,130,6,28,113,8,75,128,7,82,123
4,53,131,9,75,125,7,61,129,2,51,68
10,82,132,11,81,126,3,55,130,3,53,124
10,36,133,1,62,2,11,70,131,2,58,83
8,23,134,5,24,127,2,76,42,10,54,125
1,30,135,8,20,128,4,77,71,8,57,126
3,3,136,1,65,129,6,78,132,8,83,127
2,83,137,4,14,130,9,79,133,4,10,128
9,32,138,3,6,131,5,66,41,8,10,15
9,58,139,5,63,132,3,80,134,10,2,129
8,8,140,7,56,133,1,81,135,8,25,130
1,75,141,9,82,91,8,82,136,9,84,131
9,52,142,5,22,134,11,68,137,2,85,132
5,84,143,6,83,135,10,32,138,4,20,133
8,4,86,3,24,136,2,83,139,9,14,134
7,71,60,10,84,137,3,15,140,3,28,135
7,14,47,5,80,97,9,24,141,1,41,136
5,57,144,5,85,108,2,74,24,5,32,137
5,14,145,8,18,138,1,63,142,10,86,55
11,42,120,1,86,139,5,27,143,10,78,34
11,85,146,8,35,41,8,62,144,8,70,138
7,86,3,4,68,140,4,45,145,9,45,59
1,1,147,6,83,135,1,84,146,10,28,30
10,50,148,3,7,141,6,45,37,11,37,139
5,70,149,2,16,142,10,62,147,10,72,140
9,59,150,3,10,12,7,85,148,1,42,45
3,3,151,10,29,143,10,37,149,5,81,141
9,37,152,5,6,144,10,86,150,4,24,79
1,73,153,8,30,69,9,50,151,3,69,142
9,25,154,7,87,145,9,49,152,2,67,73
2,87,155,1,88,70,10,38,35,4,25,143
9,88,156,9,60,146,4,87,153,3,57,81
3,45,157,4,10,147,2,15,152,5,87,144
9,89,158,10,80,148,6,74,154,3,11,91
3,65,159,4,17,149,7,64,155,11,69,145
7,35,136,8,4,150,1,88,156,7,80,146
6,90,160,2,89,151,10,89,157,10,33,147
8,54,161,8,90,152,11,90,158,5,77,138
5,23,162,6,37,153,3,12,159,8,22,48
7,41,163,3,91,154,3,91,160,7,28,148
10,55,164,7,76,155,7,37,46,3,88,149
9,76,165,6,34,40,5,35,161,10,57,143
8,14,166,7,92,156,5,36,162,1,89,150
8,91,167,7,69,157,8,42,163,4,90,151
9,84,168,5,93,158,3,92,164,5,14,35
11,69,169,1,94,159,4,11,112,4,43,152
10,58,170,6,25,160,4,19,63,4,53,153
1,30,164,6,49,161,7,80,165,7,91,91
3,91,171,3,46,162,6,76,166,2,92,154
2,53,172,6,36,163,4,93,167,1,93,155
7,49,53,9,25,164,1,23,168,9,21,50
1,60,173,6,26,165,1,60,169,7,27,156
10,45,103,8,95,121,10,52,135,5,77,157
11,92,174,2,14,166,7,27,170,1,88,158
3,93,175,1,96,167,1,36,171,6,93,146
5,44,176,4,97,168,6,94,172,6,94,159
5,94,177,7,1,169,5,53,173,5,95,160
3,26,178,5,89,8,4,22,125,8,29,161
1,65,179,9,63,170,11,95,174,9,12,162
2,25,180,2,69,171,6,50,175,11,9,163
10,95,181,11,66,72,3,53,108,6,25,71
10,60,182,7,6,172,8,4,176,10,73,164
7,44,183,3,98,173,1,75,177,10,43,165
1,61,92,2,92,174,5,78,178,8,83,127
6,86,184,9,43,118,1,57,179,9,72,166
11,78,185,1,29,175,9,96,108,3,96,167
1,96,76,10,99,176,8,97,180,5,97,168
10,97,186,11,98,177,11,40,181,8,27,110
11,63,187,1,79,55,2,85,182,9,98,169
9,9,188,4,88,178,2,7,183,6,77,37
7,11,189,9,57,179,4,98,184,4,15,170
9,35,190,3,38,100,6,61,185,9,64,171
10,98,191,1,100,180,9,8,186,1,35,172
10,49,94,7,15,181,10,99,187,7,86,173
2,4,192,11,24,45,10,26,188,4,11,174
8,67,193,8,101,182,8,54,189,2,69,175
9,96,194,10,65,183,4,52,190,4,77,176
5,18,195,8,49,69,1,59,191,11,74,177
3,60,196,4,5,85,4,9,192,8,3,178
8,99,197,7,16,184,6,15,193,8,7,9
1,61,198,2,82,185,9,63,194,2,99,179
10,32,199,6,72,186,6,22,23,2,89,51
10,30,200,10,80,148,6,69,195,2,86,180
6,68,201,7,79,187,3,57,196,1,68,100
9,45,202,3,56,188,3,95,197,9,100,165
11,94,3,10,102,189,11,53,198,9,69,181
2,60,203,7,103,159,7,35,199,5,55,182
2,67,204,5,5,190,2,32,200,1,22,183
11,94,205,2,48,61,3,40,201,5,76,171
10,26,206,6,91,107,2,34,202,10,14,184
4,72,42,9,92,56,9,34,146,9,101,185
10,24,207,10,104,191,4,34,40,4,83,186
7,81,88,4,2,192,1,38,203,8,85,187
4,100,208,2,16,142,10,53,204,4,64,188
6,30,209,7,60,193,2,100,205,5,25,189
4,97,210,8,91,194,6,32,206,11,51,190
2,100,8,6,27,195,8,101,207,8,102,191
4,28,211,9,31,196,2,63,208,3,83,192
11,80,212,6,88,197,3,102,209,10,24,27
8,101,213,7,55,53,11,103,210,10,91,193
2,31,214,2,97,198,7,17,211,9,44,194
4,4,83,5,95,199,8,37,212,11,42,195
8,19,60,2,35,119,9,11,80,8,28,160
8,101,215,10,66,200,11,79,213,6,37,196
11,100,216,4,9,201,7,63,214,1,73,197
5,53,217,5,5,190,5,11,215,11,70,198
8,4,218,11,45,202,10,53,216,5,103,155
5,98,219,6,105,66,7,104,217,3,80,59
4,83,203,4,40,203,10,50,218,11,56,199
5,36,185,7,104,204,2,90,219,6,104,200
9,44,220,3,80,205,10,34,220,6,67,201
1,87,196,5,37,107,8,105,221,1,105,132
4,102,221,10,40,206,7,33,28,2,71,83
1,40,222,11,52,207,6,58,85,10,106,23
2,101,223,3,90,208,10,44,222,4,6,202
4,37,224,10,19,202,3,106,223,4,107,203
5,62,225,2,94,209,7,57,224,8,51,204
4,73,226,5,91,210,1,92,225,10,8,205
9,103,227,6,106,211,1,106,142,10,53,206
1,83,228,10,107,212,1,7,108,3,92,207
11,104,229,6,57,213,7,44,226,1,34,208
6,105,230,6,53,174,7,11,227,4,108,60
9,106,231,6,79,181,5,93,228,4,22,25
1,95,232,2,31,214,5,35,229,10,39,209
10,56,64,4,7,215,5,39,230,3,26,111
11,21,233,11,16,216,5,105,231,5,105,210
6,107,111,7,53,217,6,13,232,4,77,176
4,56,234,7,18,52,10,97,135,5,7,211
8,7,22,7,36,139,10,83,233,9,11,212
11,26,235,4,80,218,9,106,200,4,53,153
5,98,236,8,14,219,5,21,22,11,17,213
2,89,55,6,108,220,8,42,234,9,53,72
11,44,237,11,84,221,3,13,235,7,95,214
9,66,238,9,14,222,1,103,236,8,98,215
2,8,218,11,5,223,11,92,117,9,81,216
2,2,239,2,44,224,4,31,237,6,109,217
3,91,240,6,84,225,9,38,238,9,79,218
5,19,111,2,83,226,1,107,118,11,56,219
4,53,241,6,56,227,11,108,239,11,27,220
3,93,242,10,44,228,11,89,240,6,109,217
11,105,47,6,25,160,7,103,241,9,57,68
10,67,243,8,54,106,9,5,242,11,63,60
4,108,244,9,35,143,7,29,243,1,2,221
7,56,8,6,109,229,9,89,8,10,110,222
10,99,25,1,63,230,6,102,244,8,3,178
7,105,245,9,21,231,8,105,221,4,111,223
4,86,246,8,110,232,10,104,245,7,31,224
10,94,225,6,58,233,11,95,246,11,52,225
10,53,247,4,81,228,10,65,247,11,16,19
7,109,248,6,22,234,10,3,248,4,66,226
7,34,249,6,111,235,7,65,249,7,58,227
1,110,250,1,106,236,3,16,250,8,2,99
7,111,251,5,86,114,8,48,251,2,11,228
11,73,252,6,76,208,8,75,128,4,54,229
4,21,253,9,112,237,11,18,252,10,49,230
3,32,185,5,108,177,4,86,253,10,59,216
7,80,254,7,59,182,1,7,95,1,110,53
11,13,255,6,68,94,10,100,254,5,86,56
11,46,256,9,22,106,7,83,214,6,104,200
2,103,257,10,87,238,4,102,255,5,7,211
4,82,204,10,105,239,1,109,47,9,30,231
2,112,45,1,65,129,5,101,256,2,75,232
1,9,258,4,60,240,9,106,22,3,77,233
7,92,259,5,26,53,4,89,257,2,59,234
6,24,260,9,24,241,7,93,228,11,100,235
2,41,261,10,15,242,11,15,258,4,99,236
5,105,262,3,14,163,2,6,259,10,11,237
10,63,263,11,68,140,8,42,260,11,27,110
3,21,264,2,110,243,9,42,261,3,106,238
9,35,50,11,107,244,5,69,262,11,57,239
8,43,197,3,113,245,3,61,263,10,40,240
4,45,265,9,26,31,6,14,264,8,26,241
8,59,194,5,60,89,10,11,265,1,26,52
4,56,266,9,114,246,3,60,266,8,57,126
8,112,267,11,59,247,3,2,176,4,112,27
1,66,268,6,40,62,6,96,267,8,11,160
2,113,269,2,7,18,3,105,66,8,113,242
6,85,53,10,43,55,11,78,268,8,84,243
4,72,270,4,13,248,2,81,205,3,17,244
2,87,271,1,111,56,2,101,269,9,30,231
5,22,104,3,75,249,5,56,270,11,25,245
9,68,272,3,8,250,9,34,271,11,102,246
6,2,273,3,114,251,7,95,132,5,11,164
6,85,274,4,111,252,4,5,272,4,30,97
9,28,275,5,49,85,2,75,273,5,20,247
1,114,276,1,64,253,10,49,274,5,15,33
3,53,277,9,8,28,2,66,275,8,105,248
2,21,156,3,115,254,3,21,276,7,44,123
8,110,166,8,80,145,6,13,232,3,108,249
9,44,278,5,16,255,6,9,277,2,114,250
8,15,279,5,105,256,7,88,278,6,31,251
2,98,42,4,5,85,5,49,279,5,56,252
6,35,118,11,66,72,6,56,280,7,64,253
3,14,280,10,10,257,2,24,46,11,42,195
1,80,281,8,8,258,10,61,281,3,84,254
3,56,282,5,82,153,6,62,114,8,47,255
7,94,283,6,31,53,4,58,282,8,65,206
2,70,284,8,104,259,4,34,40,4,115,256
5,7,285,6,34,23,3,70,283,5,1,1
6,106,286,8,85,260,6,88,133,6,73,9
6,43,287,11,37,182,1,37,284,4,22,25
4,88,288,5,16,255,6,19,285,3,86,257
3,7,289,11,51,141,5,79,162,10,54,258
4,86,290,4,94,261,3,52,286,7,105,259
6,2,183,1,47,262,8,97,180,6,66,211
3,57,291,8,57,263,4,28,287,2,10,157
4,4,292,10,59,54,4,17,288,11,40,255
2,99,16,2,90,124,11,108,190,1,100,147
5,46,205,11,78,122,5,81,108,10,30,255
8,24,293,2,102,264,5,37,125,1,89,150
10,39,294,2,33,100,9,10,289,3,36,260
2,111,295,9,6,124,8,49,290,6,12,261
9,110,296,5,50,265,3,9,291,9,54,172
1,24,275,8,45,266,1,19,39,6,8,114
4,69,297,11,111,267,11,95,174,10,7,262
8,35,27,8,111,152,5,78,43,2,51,68
3,54,298,7,53,268,3,6,292,9,80,263
2,10,299,9,12,117,8,8,293,2,45,264
1,29,300,3,97,201,1,55,294,1,80,45
6,95,301,9,116,269,1,59,191,6,5,265
2,85,123,5,21,270,8,50,295,10,112,266
9,35,302,2,1,271,2,90,296,10,37,177
4,33,31,4,100,272,1,27,75,5,23,267
11,68,251,10,76,117,4,41,297,5,116,197
5,99,303,2,80,123,8,110,298,11,47,268
11,64,304,3,68,273,7,87,97,10,18,269
2,42,137,4,98,274,9,73,299,3,62,107
6,29,224,5,105,256,5,75,300,2,14,120
8,109,173,10,5,86,3,19,120,1,54,270
5,84,245,11,110,275,9,5,301,10,110,222
8,44,305,5,94,112,10,42,302,6,78,157
11,57,306,6,34,40,7,18,303,3,26,111
9,83,307,2,87,276,10,31,238,8,39,61
7,46,230,7,95,277,6,96,80,6,47,62
1,17,308,3,37,278,4,31,62,6,53,178
6,100,309,7,28,279,6,94,304,9,35,271
3,71,310,4,81,228,11,88,305,11,71,272
11,96,311,10,91,280,10,108,306,4,5,273
3,74,312,9,17,21,11,41,50,10,76,274
3,104,313,3,53,281,7,103,307,4,107,203
6,115,314,1,57,43,7,21,308,9,54,275
7,2,315,4,14,130,8,50,309,5,42,255
5,41,316,3,105,282,9,1,123,8,111,216
5,95,317,6,58,233,2,60,199,7,7,112
1,9,258,2,107,192,7,33,310,7,17,276
8,35,318,11,64,283,3,37,311,8,32,277
3,105,319,4,52,284,5,52,141,7,78,112
9,5,320,2,49,60,3,12,312,8,44,278
11,48,321,7,113,285,9,27,313,4,20,133
8,31,322,4,12,286,11,26,20,4,55,279
2,5,323,4,20,24,7,102,314,6,85,280
3,3,324,3,89,287,10,26,95,1,83,109
1,113,191,4,117,288,7,11,227,7,40,105
8,110,111,7,65,289,7,22,58,1,82,281
8,29,325,7,13,256,7,4,25,1,64,282
1,30,326,9,90,290,10,111,76,2,41,283
6,7,28,7,27,33,4,5,315,11,32,213
8,4,32,3,73,291,4,50,316,10,24,284
7,54,43,7,41,292,7,58,317,7,110,285
6,36,28,4,51,293,1,85,318,9,117,286
1,63,327,5,72,294,10,18,319,3,39,287
3,19,164,3,89,287,10,23,320,1,2,221
8,85,328,8,48,70,9,12,321,11,48,63
6,90,124,7,106,295,11,38,322,2,20,23
2,18,329,6,41,296,10,83,233,4,54,288
10,50,330,8,12,16,6,94,84,7,54,264
5,52,331,9,101,147,5,55,299,7,89,289
5,78,10,6,93,297,11,10,93,2,7,290
9,97,15,2,91,298,3,51,323,5,80,119
7,61,254,5,15,299,6,107,188,4,52,250
7,93,332,7,89,300,5,25,324,1,62,87
4,35,333,4,69,301,6,1,325,11,64,291
2,6,221,4,63,302,2,80,326,6,51,58
1,28,334,6,19,303,2,44,327,3,65,292
7,34,65,2,72,304,1,88,133,6,77,37
5,75,285,7,86,262,5,104,4,10,73,164
2,51,335,8,9,305,1,9,328,1,41,136
9,20,303,11,39,171,6,110,329,8,9,125
6,106,336,4,106,306,4,111,330,11,60,293
11,86,337,5,85,108,8,27,268,3,80,59
9,53,338,3,92,135,8,42,331,3,82,280
3,104,339,9,6,124,5,82,332,8,86,294
9,62,340,1,48,307,3,46,333,11,32,213
11,28,341,10,34,6,5,36,334,1,99,295
7,69,157,10,87,238,4,11,335,1,21,296
8,22,342,10,74,308,11,5,336,8,9,125
11,76,5,5,105,256,4,94,337,5,5,297
6,57,343,3,92,135,11,14,338,8,50,204
3,53,344,9,111,309,5,46,339,7,79,298
10,58,345,7,81,113,6,19,340,1,98,299
7,24,187,4,103,70,7,6,166,11,56,199
8,7,306,5,13,150,5,57,84,4,82,300
1,115,346,10,70,310,7,14,341,11,113,301
7,28,347,6,83,135,10,38,216,8,72,284
11,74,348,11,20,311,6,67,342,5,113,302
6,92,115,8,4,115,11,48,343,10,106,23
2,45,349,7,64,312,2,93,344,8,86,303
11,48,350,10,85,51,5,4,345,2,45,264
2,21,324,10,23,313,9,31,346,1,58,304
8,112,351,6,52,225,11,4,347,2,13,264
10,3,227,5,90,314,7,106,142,5,108,305
8,66,352,7,70,315,4,84,348,11,50,67
1,108,53,1,77,278,4,20,349,2,81,291
10,12,353,6,14,316,10,76,350,1,99,295
3,22,354,1,58,317,10,1,351,2,115,306
11,2,355,8,106,318,9,70,352,6,73,9
3,56,282,11,116,154,9,64,353,5,56,307
11,57,273,9,12,117,7,3,354,8,81,171
7,116,356,11,13,156,11,112,355,1,97,308
5,24,357,10,115,319,1,60,356,3,51,309
10,35,358,11,105,15,1,87,357,1,101,310
6,61,184,10,63,320,9,75,335,11,94,300
8,112,267,8,62,321,8,5,358,6,44,93
5,39,359,11,76,210,6,57,260,6,27,311
10,84,360,11,99,175,9,34,359,2,29,312
10,2,361,8,55,322,11,36,322,7,91,91
8,50,353,6,38,323,7,60,135,8,116,259
3,38,266,4,84,324,7,51,145,5,78,313
8,17,60,2,28,288,2,87,101,5,93,314
6,14,205,3,111,94,6,14,88,6,104,200
3,54,362,2,39,121,1,20,360,2,2,2
9,12,363,6,27,195,1,82,361,1,91,315
10,19,364,2,37,114,1,36,362,9,108,316
9,26,365,1,29,175,10,113,190,1,12,113
6,46,366,8,21,325,10,75,363,4,77,176
9,7,367,8,2,179,8,49,364,5,62,48
6,12,368,7,54,326,5,66,270,10,16,317
4,25,369,2,103,327,6,106,365,9,63,89
10,101,370,6,82,328,6,83,366,2,88,318
7,24,199,3,111,50,10,19,251,11,92,43
8,53,371,3,92,135,6,43,367,2,96,113
10,99,363,2,89,151,5,3,2,3,107,319
2,111,357,2,107,192,2,102,86,2,6,320
10,36,372,10,17,117,5,105,231,3,3,3
2,31,111,3,3,7,10,83,368,2,112,321
6,95,373,6,29,42,7,99,92,11,77,322
7,106,374,8,109,329,1,82,95,4,111,223
9,81,32,1,18,330,2,5,304,1,39,323
5,2,375,8,42,331,7,21,190,2,38,324
4,51,53,11,42,165,5,106,369,5,3,325
4,96,376,3,109,304,6,87,370,1,95,326
2,98,377,7,15,181,9,11,371,10,11,237
5,83,378,11,73,332,2,55,339,5,61,327
4,87,379,1,20,333,10,65,247,6,87,328
5,1,380,5,9,11,4,39,372,9,64,171
7,35,217,5,50,265,8,102,272,2,111,329
1,20,381,10,12,334,11,32,34,4,45,330
7,20,382,7,32,335,1,8,373,4,28,331
8,105,183,9,50,336,10,32,138,10,67,332
1,56,383,7,32,335,3,34,374,4,33,333
8,4,153,2,118,337,11,86,375,2,42,334
5,91,359,7,114,338,7,30,376,7,44,123
4,41,384,7,24,271,1,81,135,7,97,50
9,112,385,11,101,339,7,89,283,1,115,335
2,14,46,5,8,340,1,85,318,1,46,60
9,71,371,8,92,341,1,75,177,6,49,336
6,2,386,6,91,107,10,85,17,10,103,337
11,110,54,9,72,117,3,101,377,1,3,170
1,88,387,4,94,261,10,71,378,5,108,305
11,44,30,5,97,186,9,27,379,9,91,338
3,71,388,4,86,342,11,82,380,11,28,339
11,66,7,4,53,343,9,8,381,6,56,340
7,45,150,3,116,344,1,66,382,3,85,341
11,113,53,4,18,345,3,96,383,3,108,249
7,109,389,11,80,346,1,62,125,4,34,342
1,113,390,4,43,347,5,24,384,8,107,343
11,48,233,6,79,181,6,1,385,6,25,71
5,81,362,5,14,85,8,98,386,10,65,344
10,110,391,3,84,348,11,50,387,11,24,329
9,77,392,3,81,349,10,87,388,9,65,345
10,113,393,3,42,58,7,114,389,3,10,346
7,24,394,10,100,311,3,107,390,6,116,347
11,69,395,2,49,60,7,63,391,9,47,348
6,17,396,5,101,350,2,115,392,7,55,349
8,12,397,10,90,117,5,62,86,3,65,292
9,25,19,2,112,351,3,43,393,5,70,18
9,117,398,4,109,352,4,29,394,8,111,216
7,42,54,1,93,353,5,98,395,7,69,350
8,29,399,2,23,354,1,87,396,5,70,18
6,62,400,4,87,259,4,25,397,5,77,157
8,14,401,11,48,88,4,22,35,4,18,95
6,81,146,3,109,304,2,55,398,9,98,169
9,41,402,6,67,355,9,100,399,6,93,146
9,50,403,4,58,85,6,47,400,7,53,351
8,24,293,7,68,356,5,29,401,1,24,352
4,9,404,1,4,14,1,84,402,8,10,15
11,31,220,10,55,357,5,56,403,6,57,319
9,49,26,8,25,30,3,72,404,6,26,353
4,116,264,6,80,358,6,88,133,8,53,83
6,100,96,6,69,216,5,104,405,10,50,354
4,25,405,3,68,273,8,21,406,5,20,247
3,37,216,2,75,359,6,11,407,3,109,355
10,86,406,9,63,170,4,3,408,5,30,356
6,67,407,2,76,360,1,37,380,11,70,258
2,57,375,4,100,272,11,62,323,8,23,76
1,6,408,7,103,159,5,30,201,10,73,164
3,34,70,8,37,56,10,11,409,10,24,27
6,4,409,4,40,203,10,82,410,1,69,101
8,1,410,3,25,215,8,6,65,8,28,160
8,63,411,4,33,361,1,83,169,2,89,51
11,51,412,9,112,237,3,48,411,7,91,91
4,79,413,10,84,137,1,113,412,3,89,357
7,63,370,1,12,362,11,23,98,5,49,358
8,107,414,1,53,363,6,115,355,2,87,9
6,51,46,3,25,215,3,104,413,1,98,299
10,7,415,3,101,364,8,49,290,11,85,359
7,100,416,4,14,130,9,4,414,5,68,360
1,91,284,7,12,365,10,44,222,6,11,361
4,110,306,2,17,366,7,55,11,11,86,362
9,11,417,5,97,186,6,93,415,3,8,363
2,4,418,1,104,240,11,106,416,11,2,364
5,47,419,10,1,367,6,23,82,7,4,365
2,66,420,6,77,368,3,100,220,7,11,48
7,34,33,3,54,197,3,69,417,4,15,170
5,63,421,11,34,369,5,116,418,6,61,246
10,91,422,3,52,77,10,72,419,5,54,121
3,74,423,1,114,219,9,49,152,11,76,113
6,79,424,3,52,77,3,3,60,8,68,125
3,96,425,11,24,45,10,43,359,5,45,366
10,45,426,8,47,178,4,9,420,5,11,164
1,117,427,9,27,370,8,39,421,1,70,367
10,38,428,1,52,314,2,105,88,4,77,176
4,41,133,3,98,173,9,11,80,11,36,368
6,36,429,4,13,248,10,56,190,10,48,369
6,45,218,8,102,371,8,56,60,10,78,34
5,16,132,4,30,372,10,76,79,9,33,370
10,109,2,9,107,83,10,23,422,7,66,161
9,73,430,7,87,145,1,13,423,8,82,371
6,48,431,7,61,373,4,85,318,5,43,372
3,67,432,2,73,374,7,112,371,6,16,166
3,48,78,10,107,212,7,15,424,8,28,160
5,12,338,6,44,56,4,64,425,8,23,76
6,88,113,3,114,251,7,97,382,9,71,373
3,8,433,5,35,97,4,67,101,10,43,165
4,34,434,2,36,375,7,1,426,7,77,374
9,2,435,8,35,41,1,73,427,3,98,375
10,2,436,2,75,359,4,57,253,6,21,376
7,56,437,1,37,46,5,18,15,7,28,148
6,79,163,5,58,376,1,61,350,5,55,74
9,18,438,11,60,377,10,7,163,2,109,24
9,98,164,3,38,100,1,30,428,11,107,377
6,89,439,1,6,378,2,86,429,6,42,378
5,6,440,7,96,379,10,48,207,8,83,127
9,52,441,2,52,18,9,73,299,3,74,379
10,21,442,5,80,97,4,87,153,1,57,139
10,48,443,10,94,380,1,38,430,1,112,20
