1,5,3,17,18,18,4,3,5,16,18,17,14,18,16,16,5,1,5,18,2,1,5,17,2,10,18,1,1,2,17,5,3,4,18,1,11,11,1,10,8,15,1,18,16,3,6,16,1,9,15,3,5,4,11,1,16,18,18
4,1,4,18,19,19,4,2,3,17,19,18,15,19,17,17,2,5,1,19,2,1,6,18,4,12,19,1,3,6,18,4,3,4,19,2,8,15,3,11,17,16,17,19,17,2,6,17,2,11,16,4,1,2,14,17,4,19,19
4,2,6,19,20,20,2,1,3,18,20,3,16,20,6,15,1,4,1,20,3,3,6,14,5,4,6,2,2,6,19,4,5,6,20,1,12,16,3,4,16,17,18,20,3,4,6,18,5,12,17,1,5,3,16,18,17,13,20
3,4,6,20,21,17,5,1,5,19,21,19,17,21,18,16,3,4,5,21,1,1,6,19,1,9,12,1,4,5,20,2,4,5,21,1,13,17,1,2,18,18,19,21,18,2,11,19,4,7,18,1,3,3,17,1,18,20,21
2,4,1,21,22,11,2,3,1,6,22,20,18,22,19,18,1,2,2,22,4,2,1,20,2,13,20,4,5,6,21,3,4,2,22,4,7,3,4,12,8,3,20,22,19,1,1,20,5,6,10,4,4,1,18,19,19,21,22
5,2,3,22,11,12,1,1,4,20,23,21,19,8,20,15,1,4,1,23,5,4,6,19,1,9,12,2,4,1,21,3,2,2,2,1,6,18,1,13,19,19,21,23,20,1,8,15,3,13,10,5,1,1,19,20,20,22,23
4,5,1,16,23,15,5,2,4,21,24,22,20,23,21,12,5,1,4,24,4,5,6,21,4,12,19,4,3,2,22,5,4,2,23,3,11,19,5,14,20,20,16,24,21,1,11,14,5,10,19,5,2,4,2,21,21,23,24
2,2,4,23,5,5,2,4,1,22,25,23,21,24,22,19,1,1,4,25,2,1,2,22,5,14,21,2,1,2,3,4,3,5,24,5,3,20,5,14,12,21,22,25,20,4,11,4,1,14,20,4,1,1,20,22,7,24,5
1,2,5,24,24,12,1,2,1,23,26,3,22,25,23,20,3,2,2,26,2,5,5,23,1,5,22,1,2,1,23,1,2,2,25,4,14,1,2,2,21,22,23,26,22,1,12,17,3,5,6,3,3,3,21,23,22,25,25
1,5,6,25,25,14,3,4,3,2,27,7,23,26,24,21,2,5,6,27,4,5,4,24,4,2,14,2,3,4,24,2,3,3,26,5,15,21,3,9,22,22,24,27,23,1,11,21,2,3,21,5,2,6,22,24,16,26,23
5,3,5,26,26,21,2,4,1,24,28,24,24,3,25,22,5,1,3,28,2,5,6,1,4,1,14,4,4,6,11,5,3,4,27,2,12,15,1,4,23,23,25,28,24,3,4,22,5,13,22,4,5,6,23,25,2,27,26
1,1,4,27,27,22,3,5,1,21,29,25,25,27,26,23,2,3,3,2,3,5,6,25,1,2,11,2,5,4,25,5,3,6,28,1,11,22,1,7,17,24,26,29,25,3,13,12,2,3,23,2,1,5,24,19,23,28,27
5,5,5,28,19,19,4,4,2,25,24,26,26,28,27,20,4,3,6,29,3,2,3,26,2,6,7,1,5,5,26,5,4,5,29,3,16,23,5,15,24,25,27,30,26,4,7,23,4,5,19,1,3,5,25,26,1,29,25
3,1,6,29,28,23,2,5,1,26,30,27,27,29,14,24,5,3,1,30,5,1,5,27,4,12,19,4,3,6,27,3,2,3,30,4,5,9,3,3,25,26,28,31,27,5,14,2,2,5,24,2,2,2,3,17,24,30,28
2,5,3,30,29,24,4,3,4,19,31,28,28,30,23,25,4,2,5,31,2,3,3,25,2,12,7,3,2,1,28,1,5,1,31,3,8,7,5,13,9,27,29,32,28,1,1,20,1,11,25,2,2,4,26,27,4,31,29
5,3,3,31,30,25,4,2,4,27,9,29,29,31,28,26,4,3,4,12,2,1,1,28,1,3,3,3,3,6,29,2,2,1,2,5,5,14,5,11,26,28,30,33,29,2,4,24,1,4,26,3,1,1,13,28,25,2,17
1,1,1,32,31,26,5,2,3,28,32,12,30,30,29,27,5,4,4,27,4,4,6,29,3,13,23,5,2,1,30,5,5,6,32,4,9,24,1,12,27,29,8,34,30,1,8,7,1,6,27,2,4,3,27,29,15,32,30
3,3,2,33,32,1,4,4,5,15,33,30,6,19,30,28,4,2,6,32,3,5,1,30,4,10,24,4,4,2,31,2,3,4,4,1,15,25,5,13,28,30,31,35,31,3,5,25,4,12,6,4,5,2,13,30,26,33,13
4,1,3,34,33,27,1,1,5,29,4,31,31,32,20,29,5,5,2,33,5,5,4,31,4,1,9,3,5,6,15,1,4,5,7,5,8,13,2,3,18,31,32,3,3,3,14,26,3,9,28,1,1,5,28,22,15,34,31
1,4,6,26,34,22,3,2,1,30,34,15,2,33,31,30,2,5,3,34,2,5,3,11,3,1,19,4,3,5,32,1,5,4,26,3,10,14,1,13,21,32,3,36,32,1,11,27,1,12,29,4,1,6,29,31,27,35,32
5,4,2,35,31,28,3,3,5,31,35,32,32,34,26,31,5,4,1,4,2,1,4,32,3,12,25,1,2,4,33,2,5,2,18,1,10,26,5,10,2,33,16,37,29,1,8,15,3,14,14,4,5,2,30,32,28,36,33
5,3,4,29,35,14,3,5,6,24,36,28,33,25,32,32,4,4,3,35,5,2,6,33,1,15,23,1,2,2,34,4,5,3,33,2,10,1,1,1,24,34,33,38,33,2,15,28,1,3,30,4,4,1,31,33,29,37,34
1,4,6,26,8,28,1,2,3,32,37,33,34,35,33,33,5,1,3,2,4,3,6,10,3,12,17,1,4,5,35,4,4,4,34,4,11,27,4,1,29,29,12,39,34,2,7,29,4,8,31,1,5,2,26,29,30,28,16
4,2,5,36,36,29,1,3,6,33,38,34,25,8,34,21,2,2,3,36,4,3,3,34,3,6,26,5,2,1,10,5,2,2,10,5,13,28,2,9,30,35,5,40,35,3,11,30,4,8,32,3,2,5,32,34,31,13,31
3,4,5,36,37,30,5,3,6,14,39,10,35,36,35,34,2,4,4,37,4,5,6,35,2,7,12,4,3,5,36,5,3,1,35,4,3,22,1,11,1,9,34,15,36,5,13,13,1,14,19,3,3,1,25,35,32,30,28
5,4,1,37,6,31,5,4,2,34,40,35,36,37,36,26,3,2,4,38,4,3,4,36,3,1,19,3,1,2,37,2,2,1,36,3,16,7,3,10,31,36,35,41,37,4,9,10,4,9,33,4,2,5,33,36,33,38,35
2,4,3,38,38,32,4,4,6,35,41,36,37,38,37,17,5,2,5,39,5,1,2,37,2,14,27,2,1,5,24,1,4,6,28,2,4,20,3,11,32,37,36,42,38,5,10,11,2,15,28,3,1,1,1,37,34,39,36
1,1,2,21,39,33,2,5,4,36,12,11,38,39,38,35,3,1,3,12,3,2,4,38,4,4,28,4,4,5,34,2,3,1,15,1,10,5,4,5,33,38,11,43,39,4,10,31,3,13,34,3,4,1,34,38,35,29,37
4,3,1,39,40,8,1,3,3,37,39,37,39,40,39,36,5,3,1,40,4,2,6,39,5,9,29,1,1,2,38,5,5,3,32,4,10,8,2,7,2,5,8,44,10,4,10,32,4,16,35,4,3,3,35,39,36,40,25
4,3,4,40,41,13,1,2,3,32,42,38,40,30,23,37,1,4,3,41,4,1,3,28,1,11,11,2,1,2,3,1,2,2,6,2,14,29,1,3,18,39,17,45,39,1,13,12,2,12,36,1,5,3,36,28,37,41,9
3,5,2,29,2,2,4,2,6,38,43,39,41,41,40,38,4,1,3,42,1,3,5,23,3,14,30,4,1,1,26,4,1,4,37,2,15,2,5,15,34,40,37,46,17,2,16,20,2,15,29,5,5,2,37,7,6,42,38
3,3,3,41,42,34,2,5,2,3,44,40,39,40,41,39,2,1,4,21,5,2,2,40,4,8,31,3,2,1,39,2,1,5,38,1,13,30,3,13,10,39,38,47,8,2,4,33,4,12,37,4,5,1,38,40,38,43,39
1,4,5,42,43,35,5,4,5,39,38,6,42,13,42,40,3,2,6,43,3,1,4,5,4,14,26,1,2,1,23,5,3,2,39,5,12,31,3,11,35,34,34,48,27,2,10,3,2,15,38,2,5,4,39,41,39,44,25
1,2,3,43,44,34,3,1,1,40,45,41,23,12,40,38,3,3,4,44,5,3,2,41,2,16,25,1,4,3,40,4,3,1,38,3,2,14,3,8,36,41,13,49,40,2,16,10,1,2,39,3,1,4,40,42,40,45,16
4,4,3,15,2,2,4,3,4,19,46,42,43,42,43,10,4,4,2,45,3,2,4,42,4,13,32,4,5,3,41,5,4,4,40,5,11,10,3,16,23,4,10,50,41,5,9,5,4,6,18,5,2,1,41,43,40,46,40
4,5,5,12,1,36,4,1,2,41,47,43,44,43,44,41,3,5,6,27,2,3,1,21,3,4,4,2,4,4,42,3,3,2,36,2,15,2,2,16,37,42,6,51,42,2,14,34,2,11,40,4,5,2,3,33,29,47,41
5,3,3,44,45,37,1,5,3,22,48,44,28,40,45,42,3,4,6,22,4,5,2,43,4,11,15,2,1,2,32,4,3,3,41,1,2,7,3,10,38,29,37,52,43,5,16,17,4,3,15,2,2,1,42,44,41,33,42
4,2,5,45,46,32,1,5,3,42,1,45,45,43,8,43,4,5,2,46,1,4,2,29,4,5,5,4,5,1,43,2,2,4,42,4,6,21,2,6,11,43,28,53,44,1,10,12,4,4,41,2,4,6,18,42,42,14,43
5,5,5,28,47,38,2,4,6,43,49,36,46,44,46,44,3,3,1,47,5,5,3,10,5,1,19,3,4,6,44,5,1,4,43,3,12,12,4,16,24,20,19,19,20,4,4,35,3,8,41,1,4,6,7,22,43,34,31
3,4,4,46,48,23,2,1,6,17,32,46,47,45,47,5,3,2,5,48,1,5,4,44,2,13,20,2,2,5,45,2,4,6,43,1,3,32,5,2,39,44,39,48,23,3,15,15,1,8,5,5,2,2,15,24,44,48,4
4,2,4,47,49,39,1,4,6,44,50,22,48,4,27,20,5,4,1,49,3,1,5,45,4,3,33,4,2,1,46,2,2,3,44,4,15,1,3,12,15,4,4,54,45,4,4,4,4,3,42,3,3,4,11,45,45,49,9
5,4,3,48,50,40,2,4,5,45,51,47,49,46,8,45,1,4,3,23,1,5,4,7,2,6,7,5,2,6,47,1,1,4,45,2,5,33,2,4,10,45,39,55,10,5,6,27,3,9,43,2,2,1,43,46,46,50,16
5,2,3,49,51,15,1,5,6,34,52,48,50,29,3,46,4,4,4,50,2,2,1,46,5,4,33,2,2,6,48,5,4,6,46,1,14,34,3,6,40,46,26,56,46,1,1,7,5,5,35,2,5,1,39,13,47,23,30
5,5,2,50,5,5,3,1,4,6,43,2,2,47,48,47,4,2,6,51,2,4,1,47,4,7,10,1,4,5,20,1,1,4,47,5,3,35,3,10,41,24,40,3,3,2,4,4,3,16,1,1,3,2,44,20,2,14,22
5,2,1,30,42,19,1,5,3,46,53,49,51,48,3,3,2,1,3,52,5,4,2,48,3,12,17,5,1,4,49,1,4,4,47,3,3,23,5,12,3,47,41,57,2,5,15,28,5,5,44,1,4,5,17,47,48,51,43
1,1,5,51,52,41,2,2,5,35,54,38,20,40,49,48,5,2,4,40,5,3,6,37,4,12,19,5,2,6,50,2,2,1,48,2,2,26,1,13,24,35,42,31,44,2,15,32,5,8,22,5,5,5,11,42,11,40,13
4,4,6,49,53,42,4,2,1,47,27,50,18,49,26,26,2,5,2,13,4,3,3,13,3,14,4,5,5,3,51,3,3,3,22,5,11,11,2,1,42,48,11,58,47,3,1,5,4,1,45,5,5,3,45,48,49,22,44
3,1,4,52,54,40,1,4,5,8,55,6,18,19,50,31,2,5,3,53,3,1,6,49,3,7,34,1,5,2,1,1,3,2,49,3,11,7,2,8,43,47,43,59,48,4,3,36,5,11,46,2,2,5,46,49,10,45,16
4,1,3,53,8,5,3,1,2,48,14,10,52,50,23,25,5,3,4,54,3,3,3,5,4,15,35,1,4,4,52,3,3,2,50,4,14,27,2,16,34,38,44,60,49,4,10,37,2,11,40,5,4,5,47,50,50,22,45
2,4,5,54,55,43,3,1,3,49,6,7,23,26,51,49,3,4,4,55,5,5,4,50,1,1,1,3,4,5,34,5,2,1,2,5,3,36,1,15,3,49,45,15,50,5,1,9,4,5,15,1,5,5,48,51,51,52,46
1,1,3,55,56,20,2,3,5,8,56,23,53,14,21,37,3,3,5,26,4,4,4,51,3,2,23,2,3,2,53,2,2,6,51,4,2,13,5,15,44,50,46,54,45,3,1,5,3,2,47,3,2,1,49,52,52,53,2
1,5,6,56,21,44,3,3,6,50,49,13,54,8,22,37,2,3,3,3,2,3,3,34,5,13,18,3,5,4,54,5,4,4,52,3,2,37,5,11,31,51,16,61,51,3,16,6,3,4,48,4,2,4,12,39,36,35,47
4,4,5,16,57,45,3,1,2,40,57,1,37,3,52,50,1,4,6,11,2,5,2,20,1,10,36,5,5,2,55,2,2,4,53,5,1,11,4,10,7,34,47,15,13,2,12,9,3,1,49,4,4,2,50,53,7,54,27
2,1,6,49,44,11,5,5,2,51,58,2,26,19,53,51,2,3,3,14,5,1,2,2,3,3,10,3,5,4,56,5,1,2,23,2,10,38,4,10,18,13,15,44,10,5,5,9,2,3,20,5,3,5,43,54,53,36,2
1,2,5,13,58,1,5,1,5,52,35,51,55,19,54,46,1,1,6,56,4,1,1,52,4,11,8,2,2,3,57,2,5,6,34,5,15,1,4,10,1,26,48,62,52,5,14,12,5,3,50,4,3,2,38,35,54,46,24
3,3,4,7,59,46,3,2,5,8,31,52,54,11,55,52,5,2,5,36,2,4,6,14,1,12,16,1,1,3,17,2,4,3,54,3,12,12,3,11,45,52,49,52,9,1,1,29,3,5,24,5,5,2,51,55,48,55,48
4,2,6,57,23,15,3,1,6,30,59,13,56,51,21,30,1,1,5,57,4,4,2,47,1,10,36,3,1,3,8,1,3,4,47,1,13,16,3,2,5,32,3,50,16,2,11,37,5,1,51,4,4,1,52,2,55,56,23
3,1,4,25,60,47,4,1,3,53,9,39,57,9,54,53,5,3,2,40,2,2,4,33,1,3,3,2,1,6,58,2,1,5,43,1,11,39,4,4,12,19,21,63,46,1,1,5,4,16,13,4,4,1,30,56,21,57,49
4,5,1,38,61,48,3,5,4,54,60,35,5,5,56,54,2,4,4,48,1,3,6,53,1,8,10,5,2,2,19,3,1,4,55,2,2,9,3,9,46,53,50,64,19,5,6,6,5,16,4,4,2,6,5,57,56,26,50
1,3,4,58,62,49,4,2,6,46,1,18,11,52,52,55,3,1,1,28,4,5,6,5,2,7,12,2,2,3,59,4,2,5,56,4,8,14,4,2,47,32,16,65,33,5,15,16,3,7,7,2,4,6,37,58,57,37,51
2,5,4,59,63,15,3,3,3,55,54,38,23,46,29,11,1,5,3,58,2,3,1,54,4,11,37,1,1,3,60,1,2,3,57,3,16,29,1,9,30,54,51,66,46,5,1,3,1,3,47,2,1,2,53,59,12,33,42
1,3,2,60,13,13,5,2,5,56,61,1,58,20,38,35,1,1,3,10,4,5,1,6,1,4,26,2,4,3,61,3,2,2,58,2,15,15,5,9,46,55,52,67,43,4,2,10,3,1,52,2,1,5,54,53,58,58,52
1,4,1,18,64,50,4,5,1,57,62,30,59,53,57,56,2,4,5,12,2,5,5,35,5,4,6,4,1,5,62,2,1,1,29,5,11,11,5,10,5,56,3,68,53,3,8,13,4,13,14,1,5,2,55,52,59,59,19
5,5,1,47,51,51,4,1,1,15,26,53,60,54,58,57,5,4,1,59,3,2,3,55,3,5,38,5,1,5,63,1,1,1,26,4,8,22,4,9,23,57,53,69,23,3,9,3,1,5,53,3,1,4,56,60,36,60,44
1,3,3,61,65,28,1,4,2,36,43,54,61,55,59,58,2,5,3,60,1,1,4,1,1,7,20,1,4,2,9,1,2,6,47,5,3,35,5,7,37,44,24,70,54,2,5,25,2,6,54,5,2,2,41,61,20,53,53
3,5,3,62,51,27,2,2,6,58,63,4,11,13,60,51,2,5,3,54,5,1,5,24,5,6,39,4,4,1,64,2,5,2,23,2,14,40,5,7,48,58,54,4,18,3,8,34,4,6,35,1,2,3,57,35,54,14,35
1,1,3,63,66,14,5,4,2,59,12,11,51,17,21,59,2,2,1,61,1,2,1,40,3,1,19,1,3,4,26,5,5,4,59,4,5,17,4,16,12,41,55,65,12,2,4,4,4,8,55,3,3,1,23,62,60,23,1
4,5,1,64,67,3,2,4,5,60,64,20,62,56,61,60,3,5,6,60,1,5,2,56,5,5,33,5,4,2,65,2,5,1,34,4,16,7,2,11,49,59,56,71,24,1,1,20,1,4,44,2,1,2,58,43,61,61,54
5,3,6,65,68,52,5,5,5,19,64,55,63,33,51,61,5,1,3,25,3,3,4,5,4,11,15,5,3,2,66,5,4,2,12,4,4,4,5,14,41,6,55,1,55,3,11,30,5,12,56,1,3,4,59,3,35,62,55
1,1,6,66,62,36,3,1,4,61,65,56,49,46,62,62,5,3,6,62,4,2,2,48,3,7,40,1,4,2,67,2,1,4,32,2,12,41,5,16,35,60,49,46,19,1,15,38,5,10,57,5,2,4,40,63,16,3,56
2,3,3,45,69,53,2,4,6,43,66,57,64,55,63,63,1,5,5,9,5,5,5,12,3,15,41,4,5,2,68,5,2,1,60,2,16,42,3,8,15,61,40,72,24,3,2,39,2,8,53,5,3,2,60,64,46,63,47
3,4,1,67,23,54,1,2,2,62,67,28,32,23,38,20,1,2,4,63,2,4,3,57,5,12,23,3,3,5,69,4,2,1,9,1,13,3,2,2,13,62,57,73,1,3,4,12,5,2,41,1,2,5,61,65,62,64,57
5,4,1,24,70,49,4,2,1,15,8,58,65,14,54,37,5,5,6,63,2,4,6,33,5,2,42,5,4,4,70,1,4,2,24,5,1,10,4,8,50,63,58,65,27,3,4,10,4,1,47,5,4,4,43,66,8,65,25
1,2,3,68,22,55,1,5,1,63,68,59,66,50,24,64,1,4,4,55,1,3,2,15,4,8,43,4,3,5,27,1,1,5,21,2,14,22,5,8,19,20,35,2,2,2,7,33,2,7,31,3,4,4,32,67,37,66,58
4,4,5,21,71,56,4,1,3,53,36,60,67,26,64,44,5,4,1,33,1,4,6,21,2,1,4,5,1,6,12,3,5,4,61,1,11,1,5,6,25,64,59,74,55,4,14,21,1,16,58,2,1,2,33,68,15,62,59
3,1,5,55,72,57,5,2,5,64,62,61,45,46,65,8,5,3,3,9,5,2,1,58,2,14,22,3,1,5,47,5,1,5,35,5,13,28,2,4,12,65,60,10,8,5,12,40,2,2,4,2,3,1,49,60,36,54,60
5,1,6,58,73,14,3,1,3,49,69,62,68,57,16,16,3,5,4,55,5,5,6,32,5,11,44,4,4,3,66,5,3,1,58,5,15,24,4,12,35,37,36,24,21,1,15,17,1,11,39,3,2,4,45,59,12,56,1
3,1,1,69,12,58,5,4,3,17,19,18,69,29,58,26,4,5,6,56,5,3,3,59,2,14,27,4,5,4,70,1,2,6,62,2,6,12,1,9,47,37,61,25,56,4,5,41,4,3,16,3,4,5,37,69,48,2,2
1,3,3,70,74,59,3,4,3,27,70,30,15,19,66,65,1,3,6,22,1,5,6,6,5,14,42,5,2,1,30,1,1,5,49,4,14,25,4,2,11,48,50,75,17,5,16,42,4,4,16,4,1,2,62,28,53,41,50
4,3,2,71,75,43,3,3,1,22,54,38,70,43,67,66,1,5,5,64,1,2,5,2,2,3,45,2,3,6,71,5,1,2,50,4,8,14,4,6,38,18,62,33,57,1,2,29,2,16,49,1,1,1,63,70,63,30,61
5,5,5,28,36,6,5,1,5,65,64,63,12,16,68,67,1,1,2,65,2,5,5,26,5,14,42,3,3,6,54,3,2,2,52,4,11,27,5,8,14,66,59,43,18,5,15,39,1,11,3,3,4,3,53,71,64,67,50
2,4,2,72,75,60,4,5,3,66,71,60,32,30,69,68,5,2,4,66,1,3,2,41,5,12,23,3,1,5,33,1,2,3,57,5,5,36,1,7,33,27,63,76,14,1,15,7,1,9,19,3,4,3,64,72,52,68,20
1,4,1,73,76,61,4,5,1,67,3,64,71,46,47,69,4,1,2,1,3,4,2,31,5,13,46,4,3,1,53,3,2,1,63,1,5,43,3,11,38,67,56,55,58,1,2,29,1,10,55,5,3,4,38,40,58,14,62
4,3,3,33,77,22,1,2,3,32,2,23,72,58,70,13,1,2,4,67,5,4,2,22,4,5,5,2,4,6,12,1,3,5,15,5,11,36,3,12,15,68,13,66,59,5,15,28,2,8,50,5,1,1,34,73,3,25,25
1,3,3,34,69,62,5,2,4,68,72,65,73,23,43,58,2,5,1,43,2,4,3,7,4,7,47,5,2,4,41,4,1,3,44,5,4,20,4,14,8,69,39,77,6,5,6,40,4,8,59,1,5,2,16,64,65,69,17
1,5,4,74,78,63,4,3,2,69,4,7,18,59,44,16,4,5,6,68,2,3,3,53,2,2,8,1,4,4,5,4,4,4,64,5,7,24,4,15,17,31,17,59,60,1,12,6,4,1,5,3,2,4,32,18,21,70,43
2,3,2,30,79,64,1,3,2,3,38,38,74,60,71,50,4,1,5,69,1,2,4,60,2,12,5,5,1,5,47,5,3,4,65,5,15,39,1,14,3,70,64,26,23,2,14,43,2,4,41,2,2,5,62,74,37,71,48
3,4,1,49,80,56,4,5,5,70,5,3,44,45,2,2,3,3,4,5,4,5,5,61,5,1,19,1,5,2,29,5,5,3,66,2,10,39,3,4,51,71,9,57,2,5,4,22,1,6,14,4,4,4,65,4,4,72,63
4,2,5,75,54,45,2,5,3,71,73,16,51,17,36,26,1,5,6,18,1,1,6,20,3,7,40,1,1,3,17,2,5,1,53,2,1,9,5,6,52,25,65,78,23,4,11,29,5,7,12,3,1,2,13,32,66,73,47
1,5,4,49,81,55,5,3,4,72,40,66,33,61,35,70,1,5,1,37,2,4,6,62,1,11,11,1,1,2,72,2,1,4,67,5,11,10,5,9,32,70,39,79,14,4,3,27,3,15,60,4,1,6,8,75,2,45,9
5,3,5,16,82,47,4,4,3,55,74,61,45,1,72,71,5,1,5,70,3,3,5,9,3,8,13,1,4,1,28,4,5,4,68,5,2,38,4,9,28,72,66,61,51,3,14,11,4,2,53,1,5,3,66,4,4,40,26
4,2,4,37,73,65,1,5,1,73,45,44,75,59,32,72,3,1,6,25,3,1,6,8,1,16,48,2,2,1,37,2,2,1,69,2,7,1,3,3,22,35,25,80,1,2,6,17,5,5,21,3,5,5,36,46,67,4,5
3,4,5,25,83,66,3,5,2,70,75,67,17,21,28,73,2,3,1,71,4,5,2,2,4,14,26,3,1,3,8,3,1,1,70,2,15,14,4,2,47,7,48,57,2,3,12,29,4,7,48,5,2,3,67,76,68,64,60
3,5,1,59,9,39,4,4,4,74,28,6,76,20,32,72,1,2,1,72,2,5,2,26,5,2,42,4,1,4,13,5,1,3,50,1,3,16,1,10,53,73,67,39,34,1,14,34,4,6,8,5,4,3,14,6,69,2,6
2,3,1,76,84,67,3,5,3,75,38,34,15,19,73,41,4,1,4,73,1,1,6,63,1,15,23,1,2,1,23,5,5,1,58,4,11,23,5,3,54,74,4,81,61,3,13,37,1,2,25,4,4,5,8,77,65,60,41
3,2,2,65,80,68,5,2,6,76,63,68,77,49,74,74,1,2,4,11,1,3,5,23,5,1,49,1,3,5,58,2,4,2,5,3,5,42,3,12,55,75,68,24,21,1,3,44,1,4,23,5,1,3,12,5,5,74,64
2,2,2,3,85,52,2,4,5,45,76,40,74,62,54,75,1,2,3,66,2,1,4,64,4,7,10,1,5,2,29,2,3,3,3,4,14,4,5,8,8,76,69,29,25,4,7,21,1,9,29,2,1,3,46,53,70,28,17
5,3,1,56,86,69,4,1,6,77,8,8,64,63,75,76,1,2,1,74,5,2,4,46,4,10,24,4,1,4,35,4,2,1,20,3,5,44,5,2,41,46,70,30,26,2,2,45,4,12,36,2,4,6,17,78,71,17,56
2,4,4,77,41,46,1,2,6,78,7,44,65,7,50,77,4,4,4,75,4,2,6,39,3,8,13,5,4,4,70,3,5,3,68,5,13,28,5,6,11,77,66,82,62,2,11,22,2,3,56,4,2,1,68,79,72,75,22
1,4,6,26,24,70,5,3,4,72,11,43,78,49,76,72,1,4,4,76,1,2,1,54,3,5,38,4,3,6,73,2,3,1,35,2,3,3,3,13,31,51,64,83,57,2,13,34,3,5,61,4,2,1,15,80,73,2,2
2,1,4,25,87,33,4,4,4,74,77,62,79,45,77,78,3,4,3,77,2,4,2,65,3,13,12,4,5,5,10,1,3,6,21,1,12,45,3,7,42,30,30,84,24,1,13,9,2,10,26,3,4,1,16,13,13,76,65
