5,5,4,1,1,7,1,5,3,6,1,2,2,3,16,16,12,20,16
5,5,4,1,1,7,1,5,3,6,1,2,1,3,17,17,8,26,17
5,5,4,1,1,7,1,5,3,6,1,2,1,3,18,18,19,38,18
5,5,4,1,1,7,1,5,3,6,1,2,1,3,19,19,17,39,19
5,5,4,1,1,7,1,5,3,6,1,2,1,6,20,20,2,40,20
5,5,4,1,1,8,1,5,3,6,1,2,1,6,21,21,2,41,26
5,5,5,1,1,7,1,5,3,7,1,2,1,6,22,22,2,42,22
5,5,4,1,1,7,1,5,3,6,1,2,1,6,23,23,10,43,23
5,5,4,1,1,7,1,5,3,6,1,2,1,6,24,24,3,44,24
5,5,4,1,1,7,1,5,3,7,1,2,1,6,25,25,22,45,25
5,5,4,1,1,7,1,5,3,6,1,2,1,1,1,26,23,5,1
5,5,4,1,1,7,1,5,3,6,1,2,1,1,2,2,10,46,2
5,5,4,1,1,7,1,6,3,6,1,2,1,1,3,3,14,47,3
5,5,4,1,1,7,1,5,3,6,1,2,1,1,4,4,24,48,4
5,5,4,1,1,7,1,5,3,8,1,2,1,1,5,5,1,6,5
5,5,4,1,1,7,1,5,3,6,1,2,1,1,6,6,5,49,6
5,5,4,1,1,7,1,5,4,6,1,2,1,1,7,7,12,50,7
5,5,4,1,1,7,1,5,3,6,1,2,1,1,8,8,25,50,8
7,6,6,1,1,9,1,7,5,9,1,7,1,2,9,9,2,51,27
7,6,6,1,1,9,1,8,5,9,1,7,1,2,10,10,10,52,10
7,6,6,1,1,9,1,7,5,9,1,7,1,2,11,11,14,53,11
7,6,6,1,1,9,1,7,6,9,1,7,1,2,12,12,5,54,12
7,6,6,1,1,9,1,7,5,9,1,7,1,5,13,13,10,55,13
7,6,6,1,1,9,1,7,5,9,1,7,1,2,14,14,1,6,14
7,6,6,1,1,9,1,7,5,9,1,7,1,2,15,15,9,56,15
7,6,6,1,1,9,1,7,5,9,1,7,1,3,16,16,26,57,16
7,6,6,1,1,9,1,7,7,9,1,7,1,3,17,17,2,58,17
7,6,6,1,1,9,1,7,5,9,1,7,1,3,18,18,27,59,18
7,6,6,1,1,10,1,7,5,9,1,7,1,3,19,19,5,60,19
7,6,6,1,1,9,1,7,5,9,1,7,1,6,20,20,19,61,20
8,6,6,1,1,9,1,7,5,9,1,7,1,6,21,21,24,62,21
7,6,6,1,1,9,1,7,5,9,1,7,1,6,22,22,5,63,22
7,6,6,1,1,9,2,7,5,9,1,7,1,6,23,23,10,64,23
7,6,6,1,1,9,1,7,5,9,1,7,1,6,24,24,13,65,24
7,6,6,1,1,9,1,7,5,9,1,7,1,6,25,25,18,66,25
7,6,6,1,1,9,1,7,5,9,1,7,1,1,1,26,10,23,1
7,6,6,1,1,9,1,7,5,9,1,7,1,1,2,2,8,67,2
7,6,6,1,1,11,1,7,5,9,1,7,1,1,3,3,8,68,3
7,6,6,1,1,9,1,7,5,9,1,7,1,1,4,4,17,69,4
7,6,6,1,1,9,1,7,5,9,1,7,1,1,5,5,15,70,5
7,6,6,1,1,9,1,7,5,9,1,7,1,1,6,6,5,71,6
7,6,6,1,1,9,1,7,5,9,1,7,1,1,7,7,24,72,7
7,6,6,1,1,12,1,8,5,9,1,7,1,1,8,8,3,72,8
9,7,7,1,1,13,1,9,8,10,1,1,4,2,9,27,21,36,9
9,7,8,1,1,13,1,9,8,10,1,1,4,2,10,10,28,37,10
9,7,8,1,1,13,1,9,8,10,1,1,4,2,11,11,1,6,11
9,7,8,1,1,13,1,9,8,10,1,1,4,2,26,12,1,6,12
9,7,8,1,1,13,2,9,8,10,4,1,4,2,13,13,5,37,13
9,7,8,1,1,13,1,9,8,10,1,1,4,2,14,14,1,6,14
9,7,8,1,1,13,1,9,8,10,1,1,4,2,15,15,1,6,15
9,7,8,1,1,13,1,9,8,11,1,1,4,3,27,16,9,73,16
9,7,8,1,1,13,1,9,8,10,1,1,4,3,17,17,29,50,17
9,7,8,1,1,13,1,9,8,10,1,1,4,3,18,18,30,5,18
9,7,8,1,1,13,1,9,8,10,1,1,4,3,19,19,5,74,19
9,7,8,1,1,13,1,9,8,10,1,1,4,6,20,20,29,66,20
9,7,9,1,1,13,1,9,8,10,1,1,4,6,21,21,12,75,21
9,7,8,1,1,13,1,9,8,10,1,1,4,6,22,22,5,76,22
9,7,8,1,1,13,1,9,8,10,1,1,4,6,28,23,24,77,23
9,7,8,1,1,13,1,9,8,10,1,1,4,6,24,24,18,78,24
9,7,8,1,1,13,1,9,8,10,1,1,4,6,25,25,19,79,25
9,7,8,1,1,13,1,9,8,10,1,1,4,1,1,28,13,80,1
9,7,8,1,1,13,1,9,8,10,1,1,4,1,2,2,18,81,2
9,7,8,1,1,13,1,9,8,10,1,8,4,1,3,3,13,81,3
9,7,8,1,1,13,1,9,8,10,1,1,4,1,4,4,14,82,4
9,7,8,1,1,13,1,9,8,10,1,1,4,1,5,5,1,83,5
9,7,8,1,1,13,1,9,8,10,1,1,4,1,6,6,5,84,6
9,7,8,1,1,13,1,9,8,10,1,1,4,1,7,7,29,85,7
9,7,8,1,1,13,1,9,8,10,1,1,4,1,8,8,18,50,8
10,8,10,1,1,14,3,10,9,12,1,9,1,2,9,29,31,86,9
10,8,10,1,1,14,1,10,9,12,1,9,1,2,29,10,32,86,10
10,8,10,1,1,14,1,10,9,12,1,9,1,2,11,11,1,6,11
10,8,10,1,1,14,1,10,9,12,1,9,1,2,12,12,1,6,12
10,8,10,1,1,14,1,10,9,12,1,9,1,2,13,13,31,86,13
10,8,10,1,1,14,1,10,9,12,1,9,1,2,14,14,1,6,14
10,8,10,1,1,14,1,10,9,12,1,9,1,2,15,15,1,6,15
10,8,10,1,1,14,1,10,9,12,1,9,1,3,16,16,33,87,16
10,8,10,1,1,14,1,10,9,12,1,9,1,7,17,17,11,88,17
10,8,10,1,1,14,1,10,9,12,1,9,1,3,18,18,4,74,18
10,8,10,1,1,14,1,10,9,12,1,9,1,3,19,19,31,36,19
10,8,10,1,1,14,1,10,9,12,1,9,1,6,20,20,34,89,20
10,9,10,1,1,14,1,10,9,12,1,9,1,6,21,21,14,90,21
10,8,10,1,1,14,1,10,9,12,1,9,1,6,22,22,35,91,22
10,8,10,1,1,14,1,10,9,12,1,9,1,6,23,23,24,92,23
10,8,10,1,1,14,1,10,9,12,1,9,1,6,24,24,36,93,24
10,8,10,1,1,14,1,10,9,12,1,9,1,6,25,25,37,90,25
10,8,10,1,1,14,1,10,10,12,1,9,1,1,1,26,5,86,1
10,8,10,1,1,14,1,11,9,12,1,9,1,1,2,2,5,37,2
10,8,10,1,1,14,1,10,9,12,1,9,1,1,3,3,5,37,3
10,8,10,1,1,14,1,12,9,12,1,9,1,1,4,4,5,37,4
10,8,10,1,1,14,3,10,9,12,1,9,1,1,5,5,1,6,5
10,8,10,1,1,14,1,10,9,12,1,9,1,1,6,6,5,4,6
10,8,10,1,1,14,1,10,9,12,1,9,1,1,7,7,5,4,7
10,8,10,1,1,14,1,10,9,12,1,9,1,1,8,8,5,4,8
11,10,11,1,1,15,1,13,11,13,1,10,1,2,9,9,5,94,9
11,10,11,1,1,15,1,13,11,13,1,10,1,2,10,30,5,86,10
11,10,11,1,1,15,1,13,11,13,1,10,1,2,11,11,5,86,11
11,10,11,1,1,15,1,13,11,13,1,10,1,2,12,12,5,37,12
11,10,11,1,1,15,1,13,11,13,1,10,1,2,13,13,5,95,13
11,10,11,1,1,15,1,14,11,13,1,10,1,2,14,14,1,6,14
11,10,11,1,1,15,1,13,11,13,1,10,1,2,15,15,1,6,15
11,10,11,1,1,15,1,13,11,13,1,10,1,3,16,16,2,96,16
11,10,11,1,1,15,1,13,11,13,1,10,1,3,17,17,9,97,17
11,10,11,1,1,15,1,13,11,13,1,10,1,3,18,18,5,98,18
11,10,11,1,1,15,1,13,11,13,1,10,1,3,19,19,5,99,19
11,10,11,1,1,15,1,13,11,13,1,10,1,6,20,20,9,100,20
11,10,11,1,1,15,1,13,11,13,1,10,1,6,21,21,5,101,21
11,10,11,1,1,15,1,14,11,13,1,11,2,6,22,22,5,102,22
11,10,11,1,1,15,1,13,11,13,1,10,1,6,23,23,38,103,23
11,10,11,1,1,15,1,13,11,13,1,12,1,6,24,24,5,104,24
11,10,11,1,1,15,1,13,11,13,1,10,1,6,25,25,2,101,25
11,10,12,1,1,15,1,13,11,13,1,10,1,1,1,26,39,95,1
11,10,11,1,1,15,1,13,11,13,1,13,1,1,2,2,5,94,2
11,10,11,1,1,15,1,13,11,13,1,10,1,1,3,3,40,105,3
11,10,11,1,1,15,1,13,11,13,1,11,1,1,4,4,7,36,4
11,10,11,1,1,15,3,13,11,13,1,10,1,1,5,5,1,6,5
11,10,11,1,1,15,1,13,11,13,1,10,1,1,6,6,5,106,6
11,10,11,1,1,15,1,13,11,13,1,10,1,1,7,7,12,91,7
11,10,11,1,1,15,1,13,11,13,1,10,1,1,8,8,12,91,8
12,11,13,1,1,16,1,15,3,14,1,2,1,2,9,9,5,74,9
12,11,13,1,1,16,1,15,3,14,1,2,1,2,10,10,5,107,10
12,12,13,1,1,16,1,15,3,14,1,2,1,2,11,11,28,37,11
12,11,13,1,1,16,1,15,3,14,1,2,1,2,12,12,5,37,12
12,11,13,1,1,16,1,15,3,14,1,2,1,2,13,13,20,94,13
12,11,13,1,1,16,1,15,3,14,1,2,1,2,14,14,1,6,14
12,11,14,1,1,16,1,15,3,14,1,2,1,2,15,15,1,6,15
12,11,13,1,1,16,1,15,3,14,1,2,1,3,16,16,14,108,16
12,11,13,1,1,16,1,15,3,14,1,2,1,3,30,17,16,109,17
12,11,13,1,1,16,1,15,3,14,1,2,1,3,18,18,12,110,18
12,11,13,1,1,16,1,15,3,14,1,2,1,3,19,19,5,98,19
12,11,13,1,1,17,1,15,3,14,1,2,1,6,20,20,29,111,20
12,11,13,1,1,16,1,15,3,14,1,2,1,6,21,21,17,112,21
12,11,13,1,1,16,2,15,3,14,1,2,1,6,22,22,17,63,22
12,11,13,1,1,16,1,15,3,14,1,2,1,6,23,23,2,48,23
12,11,13,1,1,16,1,15,3,14,1,2,1,6,24,24,14,113,24
12,11,13,1,1,16,1,15,3,14,1,2,1,6,25,25,19,81,25
12,11,13,1,1,16,1,15,3,14,1,2,1,1,1,26,6,5,1
12,11,13,1,1,16,1,15,3,14,1,2,1,1,2,2,41,114,2
12,11,13,1,1,16,1,15,3,14,1,2,1,1,3,3,13,75,3
12,11,13,1,1,16,1,15,3,14,1,2,1,1,4,4,5,79,4
12,11,13,1,1,16,1,15,3,14,1,2,1,1,31,5,1,6,5
12,11,13,1,1,16,1,15,3,14,1,2,1,1,6,6,5,115,6
12,11,13,1,1,16,1,15,3,14,1,2,1,1,7,7,6,116,7
12,11,13,1,1,16,1,15,3,14,1,2,1,1,8,8,16,116,28
13,13,15,1,1,1,1,16,1,15,1,1,1,2,9,9,8,117,9
13,13,15,1,1,1,1,16,1,15,1,1,1,2,10,10,10,118,10
13,13,15,1,1,1,1,17,1,15,1,1,1,2,11,11,13,119,11
13,13,15,1,1,1,1,16,1,15,1,1,1,2,12,12,5,120,12
13,13,15,1,1,1,1,16,1,15,1,1,1,2,13,13,8,121,13
13,13,15,1,1,1,1,16,1,15,4,1,1,8,14,14,1,6,14
13,13,15,1,1,1,1,16,1,15,1,1,1,2,15,15,42,122,15
13,13,15,1,1,1,1,16,1,15,1,1,1,3,16,16,17,123,16
13,13,15,1,1,1,1,16,1,15,1,1,1,3,17,17,9,124,17
13,13,15,1,1,1,1,16,1,15,1,1,1,3,18,18,9,70,18
13,13,15,1,1,1,1,16,1,15,1,1,1,3,19,19,5,38,19
13,13,15,1,1,1,1,16,1,15,1,1,1,6,20,20,29,22,20
13,13,15,1,1,1,1,16,1,15,1,1,1,6,21,21,10,120,21
13,13,15,1,1,18,1,16,1,15,1,1,1,6,22,22,5,38,22
13,13,15,1,1,1,1,16,1,15,1,1,1,6,23,23,43,125,23
13,13,15,1,1,1,1,16,1,15,1,1,1,6,24,24,13,126,24
13,13,15,1,1,1,1,16,1,15,1,1,1,6,25,31,42,127,25
13,13,15,1,1,1,1,16,1,15,1,1,1,1,1,26,20,22,1
13,13,15,1,1,19,1,16,1,15,1,1,1,1,2,2,2,128,2
14,13,15,1,1,1,1,16,1,15,5,1,1,1,3,3,9,129,29
13,13,15,1,1,1,1,16,1,15,1,1,1,1,4,4,22,130,4
13,13,15,1,1,1,1,16,1,15,1,1,1,1,5,5,21,131,5
13,13,15,1,1,1,1,16,12,15,1,8,1,1,6,6,5,132,6
13,13,15,1,1,1,1,16,1,16,1,1,1,1,7,7,15,133,7
13,13,15,1,1,1,1,16,1,15,1,14,1,1,8,8,20,134,8
15,14,16,1,1,20,1,18,13,17,1,15,1,2,9,32,5,135,9
15,14,16,1,1,20,1,18,13,17,1,15,1,2,10,10,24,88,10
15,14,16,1,1,20,1,18,14,17,1,16,1,2,11,11,13,80,11
15,14,16,1,1,20,1,18,13,17,1,15,1,2,12,12,5,5,12
15,14,16,1,1,20,1,18,15,17,1,15,1,2,13,13,24,10,13
15,14,16,1,1,20,1,18,13,17,1,15,1,2,14,14,5,136,14
15,14,16,1,1,20,1,18,13,17,1,15,1,9,15,15,44,36,15
15,14,16,1,1,20,1,18,13,17,1,15,1,3,16,16,15,50,16
15,14,16,1,1,20,1,18,14,17,1,15,1,3,17,17,5,137,17
15,14,16,1,1,21,3,18,13,18,1,15,1,3,18,18,17,138,18
15,14,16,1,1,20,1,18,13,17,1,15,1,10,19,19,5,90,19
15,14,16,1,1,20,1,18,13,17,1,15,1,6,20,20,2,38,20
15,14,16,1,1,20,1,18,13,17,1,15,1,6,21,21,14,139,21
15,14,16,1,1,20,1,19,13,17,1,15,1,6,22,22,5,140,22
15,14,16,1,1,20,1,18,13,17,1,15,1,6,23,23,8,141,23
15,14,16,1,1,20,1,18,13,17,1,15,1,6,24,24,18,142,24
15,14,16,1,1,20,1,18,13,17,1,15,1,6,25,25,9,116,25
15,14,16,1,1,20,1,18,13,17,1,15,1,11,1,26,5,89,1
15,14,16,1,1,20,1,18,13,17,1,15,1,1,2,2,38,143,2
15,14,16,1,1,20,1,18,15,17,1,17,1,1,3,3,45,25,3
15,14,16,1,1,20,1,18,13,17,1,15,1,12,4,4,9,31,4
15,14,16,1,1,20,1,18,13,17,1,15,1,1,5,5,1,6,5
15,14,16,1,1,20,1,18,13,17,1,15,1,1,6,6,5,144,6
15,14,16,1,1,20,1,18,13,17,1,15,1,1,7,7,2,145,7
15,15,16,1,1,20,1,18,13,17,1,15,1,1,8,8,2,145,8
16,16,17,1,1,22,1,20,16,19,1,9,1,2,9,9,1,6,30
17,16,17,1,1,22,1,20,16,19,1,9,1,2,10,10,1,6,10
17,16,17,1,1,22,1,20,16,19,1,9,1,2,11,11,1,6,11
17,16,17,1,1,22,1,20,16,20,1,18,1,2,12,12,1,6,12
17,16,17,1,1,22,1,20,16,19,1,9,1,2,13,13,1,6,31
17,16,17,1,1,22,1,20,16,19,1,9,1,2,14,14,1,6,14
17,16,17,1,1,22,1,20,16,19,1,9,1,2,15,15,1,6,15
17,16,17,1,1,22,1,20,16,19,1,9,1,3,16,16,5,27,16
17,16,17,1,1,22,1,20,17,19,1,9,1,3,17,17,46,139,17
18,16,17,1,1,22,1,20,16,19,1,9,1,3,18,18,18,102,18
17,16,17,1,1,22,1,20,16,19,1,9,1,3,19,19,18,146,19
17,16,17,1,1,22,1,20,16,19,1,9,1,6,20,20,3,102,20
17,16,17,1,1,22,1,20,16,19,1,9,1,13,21,33,47,147,21
17,16,17,1,1,22,1,20,16,19,1,9,1,6,22,22,5,94,22
17,16,17,1,1,22,1,20,16,19,1,9,1,6,23,23,10,147,23
17,16,17,1,1,22,1,20,16,19,1,9,1,6,24,24,5,87,24
17,16,18,1,1,22,1,20,16,19,1,9,1,6,25,25,3,147,25
17,16,17,1,1,22,1,20,16,21,1,9,1,1,1,26,1,1,1
17,16,17,1,1,22,1,20,16,19,1,9,1,1,2,2,6,5,2
17,16,17,1,1,22,1,20,16,19,1,9,1,1,3,3,14,5,3
17,16,19,1,1,22,1,20,16,19,1,9,1,1,32,4,6,5,4
17,16,17,1,1,22,1,20,16,19,1,9,1,1,5,5,1,6,5
17,16,17,1,1,22,1,20,16,19,2,9,1,1,6,6,5,90,6
17,16,17,1,1,22,1,21,16,19,1,9,1,1,7,7,19,98,7
17,16,17,1,1,22,1,20,16,19,1,9,1,1,8,8,19,98,8
19,17,20,1,1,23,1,22,18,22,1,15,1,2,9,9,8,144,32
19,17,20,1,1,23,1,22,18,22,1,15,1,2,10,10,2,148,10
19,17,20,1,1,23,1,22,18,22,1,15,1,2,11,11,5,101,11
19,17,20,1,1,23,1,22,18,22,1,15,1,2,12,12,5,42,12
20,17,20,1,1,23,1,22,18,22,1,15,1,2,13,13,2,149,13
19,17,20,1,1,23,1,22,18,22,1,15,1,2,14,14,1,6,14
19,17,21,1,1,23,1,22,18,22,1,15,1,2,15,15,20,138,15
19,17,20,1,1,23,1,22,18,22,1,15,1,3,16,16,6,150,16
19,17,20,1,1,23,1,22,18,22,1,15,1,3,17,17,5,151,17
19,17,20,1,1,23,2,22,18,22,1,15,1,3,18,18,2,13,18
19,17,20,1,1,23,1,22,18,22,1,15,1,14,19,19,5,122,19
19,17,20,1,1,23,1,22,18,22,6,15,1,6,20,20,2,152,20
19,17,20,1,1,23,1,22,18,22,1,15,1,6,21,34,5,20,21
19,17,20,1,1,23,1,22,18,22,1,15,1,6,22,22,5,120,22
19,17,20,1,1,23,1,23,18,22,1,15,1,6,23,23,10,153,23
19,17,20,1,1,23,1,22,18,22,1,15,1,6,24,24,14,154,24
19,17,20,1,1,23,1,22,18,22,1,15,1,6,25,25,3,155,25
19,17,20,1,1,23,1,22,18,22,1,15,1,1,1,26,15,156,1
19,17,20,1,1,23,1,22,18,22,1,15,1,1,2,2,9,157,2
19,17,20,1,1,23,1,22,18,22,1,15,1,1,3,3,8,158,3
19,17,20,1,1,23,1,22,18,22,1,15,1,1,4,4,13,159,4
19,17,20,1,1,23,1,24,18,22,1,15,1,1,5,35,14,154,5
19,17,20,1,1,23,1,22,18,22,1,15,1,1,6,6,5,160,6
19,17,20,1,1,23,1,22,18,22,1,15,1,1,7,7,2,161,7
19,17,20,1,1,23,1,22,18,22,2,15,1,1,8,8,17,162,8
1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,1,1,9
1,1,22,1,1,1,1,1,1,1,1,1,1,2,10,10,1,1,10
1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,11,1,1,11
1,1,1,1,1,1,1,1,1,1,1,1,1,2,12,12,1,1,12
1,1,1,1,1,1,1,1,1,1,1,1,1,2,13,13,1,1,13
1,1,1,1,1,1,1,1,1,1,1,1,1,2,14,14,1,1,14
1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,15,1,1,15
1,1,1,1,1,1,1,1,1,1,1,1,1,3,16,16,1,1,16
1,1,1,1,1,1,1,1,1,1,1,1,1,3,17,17,1,1,17
1,1,1,1,1,1,1,1,1,1,1,1,1,3,18,18,1,1,18
1,1,1,1,1,1,1,1,1,1,1,1,1,3,19,19,1,1,19
1,1,1,1,1,1,1,1,1,1,1,1,1,6,20,20,1,1,20
1,1,1,1,1,1,1,1,1,1,1,1,1,6,21,21,1,1,21
1,1,1,1,1,1,1,1,1,1,1,1,1,6,22,22,1,1,22
1,1,1,1,1,1,1,1,1,1,1,1,1,6,23,23,1,1,23
1,1,1,1,1,1,1,1,1,1,1,1,1,6,24,24,1,1,24
1,1,1,1,1,1,1,1,1,1,1,1,1,6,25,25,1,1,25
21,18,23,1,1,24,1,25,19,23,1,10,1,15,33,36,5,91,33
21,18,23,1,1,25,1,25,20,23,1,10,1,15,34,37,35,91,34
21,18,23,1,1,25,1,25,19,23,1,19,1,2,9,9,9,163,9
22,18,23,1,1,25,1,25,19,23,1,10,1,2,10,10,10,164,10
21,18,23,1,1,25,1,25,19,23,1,10,1,2,11,11,14,5,11
21,18,24,1,1,25,1,25,19,23,1,10,1,2,12,12,5,165,12
21,18,23,1,1,25,1,25,19,23,1,10,1,2,13,13,14,166,13
21,18,23,1,1,25,1,25,19,23,1,10,5,2,14,14,31,86,14
21,18,23,1,1,25,1,25,19,23,1,10,1,2,15,15,29,90,15
21,18,23,1,1,25,1,25,19,23,1,10,1,3,16,16,29,167,16
21,18,23,1,1,25,1,25,19,24,1,10,1,3,17,17,5,168,17
21,18,23,1,1,25,1,25,19,23,1,10,1,3,18,18,19,169,18
21,18,23,1,1,25,1,25,19,23,1,10,1,3,19,19,5,10,19
21,18,23,1,1,25,1,25,21,23,1,10,1,6,20,20,2,20,20
21,18,23,1,1,25,1,26,19,23,1,10,1,6,21,21,5,170,21
21,18,23,1,1,25,1,25,19,23,1,10,1,6,22,22,5,171,22
21,18,23,1,1,25,1,25,19,23,1,10,3,6,23,23,2,172,23
21,18,23,1,1,25,1,25,19,23,1,10,1,6,24,24,3,173,24
21,18,23,1,1,25,1,25,19,23,1,10,1,6,25,25,13,77,25
21,18,23,1,1,25,1,25,19,23,1,10,1,1,1,26,20,174,1
23,19,25,1,1,6,1,27,2,25,1,10,1,3,17,17,5,175,17
23,19,25,1,1,6,1,28,2,25,1,12,3,3,18,18,5,137,18
23,19,25,1,1,6,1,27,2,25,1,10,1,3,19,19,5,176,19
23,19,26,1,1,6,1,27,2,25,1,10,1,6,20,20,5,177,35
23,19,25,1,1,6,1,27,2,25,1,10,1,6,21,21,5,178,21
23,19,25,1,1,6,1,27,2,25,1,10,1,6,22,22,32,85,22
23,20,25,1,1,6,1,27,2,25,1,10,1,6,23,23,8,179,23
23,19,25,1,1,6,1,27,2,25,1,10,1,6,24,24,8,126,24
23,19,25,1,1,6,1,27,2,25,1,10,1,6,25,25,8,111,25
23,19,25,1,1,6,1,29,2,25,1,10,1,1,1,26,5,25,1
23,19,25,1,1,6,1,27,2,25,1,10,1,1,2,2,5,180,2
23,19,25,1,1,6,1,27,2,26,1,10,1,1,3,3,5,181,3
23,19,25,1,1,6,1,27,2,25,1,10,1,1,4,4,8,182,4
23,19,25,1,1,6,1,27,2,25,1,10,1,1,5,5,9,19,5
23,19,25,1,1,6,1,27,2,25,1,10,1,1,6,6,5,183,6
23,19,25,1,1,6,1,27,22,25,1,10,1,1,7,38,5,184,7
23,19,25,1,1,6,1,27,2,25,1,10,1,1,8,8,5,184,36
24,21,27,1,1,1,1,30,1,27,1,7,1,2,9,9,2,153,9
24,21,27,1,1,1,1,30,1,27,1,7,1,2,35,10,9,185,10
24,21,28,1,1,1,1,30,1,27,1,7,2,2,11,11,42,10,11
24,21,27,1,1,1,1,30,1,27,1,7,1,2,12,12,5,79,12
24,21,27,1,1,1,1,30,1,27,1,7,1,2,13,13,10,72,13
25,22,29,1,1,26,1,31,11,28,1,2,1,1,8,8,29,186,8
26,23,30,1,1,27,1,32,23,29,1,10,1,2,9,9,5,187,9
26,23,30,1,1,27,1,32,23,29,1,10,1,2,10,10,5,105,10
26,23,30,1,1,27,3,32,23,29,1,19,1,2,11,11,5,37,11
26,23,30,1,1,27,1,32,23,29,1,10,1,2,12,12,5,86,12
26,23,30,1,1,27,1,32,23,29,1,10,1,2,13,13,5,74,13
26,23,30,1,1,27,1,32,23,29,1,10,1,2,14,14,31,86,14
27,23,30,1,1,27,1,32,23,29,1,10,1,2,15,15,1,6,15
26,23,30,1,1,27,1,32,23,29,1,10,1,3,16,16,19,122,16
26,23,30,1,1,27,1,32,23,29,1,10,1,3,17,17,5,73,17
26,23,31,1,1,27,1,32,23,29,1,10,1,3,18,18,42,3,18
26,23,30,1,1,27,1,32,23,29,1,10,1,3,19,19,5,5,19
26,23,30,1,1,27,1,32,23,29,1,10,1,6,20,20,13,114,20
26,23,30,1,1,27,1,33,23,29,1,10,1,16,21,21,9,73,21
26,23,30,1,1,28,1,32,23,29,1,10,1,6,22,22,9,16,22
