11,11,2,3,2,11,4,3,1,11,4,2,4,10,6,8,11,4,6,4,11,4,4,1,7,3,3,4,11,11,10,7,7,9,9,2,2,2,5,8,9,2,3,9,3,2,4,9,4,4,3,11,3,5,4,1,3,6,6,11,11,11,10
12,12,3,2,3,10,1,4,1,10,1,4,1,11,5,6,12,2,5,4,12,1,1,1,10,3,2,4,12,12,11,11,11,10,10,2,8,4,2,9,10,2,10,1,2,3,3,10,1,3,4,4,4,6,1,10,4,5,11,12,12,12,11
12,13,2,3,1,12,4,5,1,2,1,1,4,12,3,2,13,2,2,3,13,2,1,3,11,1,3,3,13,13,12,12,12,11,11,3,9,10,3,2,11,3,11,11,1,5,3,11,4,4,3,11,1,2,4,11,2,8,9,13,11,13,12
13,14,1,1,4,7,4,2,4,12,1,5,1,9,4,9,9,1,3,3,14,3,1,3,12,1,1,4,14,1,13,13,13,12,12,5,2,11,1,6,12,4,4,4,2,4,2,6,3,5,2,12,2,1,2,12,5,9,12,14,13,14,13
14,15,3,1,3,10,2,6,2,13,3,6,1,13,4,10,14,4,1,3,15,2,4,1,5,4,5,2,10,14,14,14,14,13,13,5,10,12,1,10,13,5,9,10,2,3,2,12,1,5,3,13,4,6,4,13,4,10,13,15,14,15,2
15,16,4,5,3,13,3,2,3,5,2,4,3,14,3,6,15,2,2,1,16,2,5,3,13,2,4,4,15,15,15,15,15,14,12,1,2,5,1,10,13,5,5,6,4,2,3,13,3,3,4,3,3,1,1,14,1,5,14,16,15,16,3
12,13,3,4,1,14,4,4,2,3,3,3,2,15,5,4,16,1,2,2,2,4,3,4,10,3,4,2,16,16,13,16,16,15,9,1,11,7,4,9,14,2,12,12,1,2,3,8,3,3,3,14,2,4,2,15,3,11,15,17,16,17,14
16,17,4,2,1,13,3,4,4,14,3,4,2,6,1,8,17,2,5,4,12,1,2,1,14,4,5,1,17,17,16,17,17,16,14,2,12,13,4,2,15,1,11,13,2,1,3,3,2,1,2,15,1,5,1,16,6,10,4,18,17,18,15
17,18,4,5,4,15,1,4,4,15,4,2,4,10,2,1,18,3,5,2,17,1,6,2,15,4,2,1,18,18,17,18,18,16,14,3,1,3,4,11,15,6,13,14,4,3,3,9,1,5,4,16,4,4,3,17,6,12,16,19,18,19,16
18,19,1,1,3,2,3,6,4,16,3,4,3,12,6,11,19,3,2,4,18,4,1,3,16,4,1,1,19,19,18,19,19,17,12,6,10,14,2,9,16,3,13,15,3,6,4,14,2,1,3,17,2,4,3,18,2,3,3,20,19,20,17
14,15,3,4,3,16,1,6,1,17,4,3,2,16,2,12,20,1,3,1,19,2,3,2,17,1,5,1,9,19,19,20,20,18,15,1,13,15,2,11,17,2,7,8,4,3,1,9,3,3,1,18,4,3,2,19,1,1,1,21,20,21,8
19,20,1,5,4,17,2,6,2,13,4,2,2,11,5,4,16,2,4,4,20,3,4,4,18,1,6,1,20,20,9,21,3,19,16,2,6,16,2,1,18,4,2,16,1,6,1,15,4,5,4,19,1,1,2,18,6,7,17,22,21,22,18
20,9,2,2,3,18,1,3,3,18,3,2,4,17,5,13,21,2,4,4,21,1,2,2,19,3,5,2,21,21,20,22,21,20,16,4,3,17,1,8,19,3,6,17,2,1,1,8,4,1,1,20,1,2,3,20,5,10,18,23,22,6,19
21,21,4,1,1,19,1,1,2,19,3,5,4,18,6,1,14,2,4,4,20,3,1,1,20,1,2,4,22,12,11,23,22,21,17,5,5,6,5,10,7,1,3,18,1,5,2,7,1,5,4,16,2,5,4,21,4,13,2,24,23,23,20
22,22,1,4,3,10,4,2,3,20,4,4,1,19,4,7,6,3,4,3,8,3,5,1,21,1,6,2,23,22,21,24,5,22,18,1,13,15,6,12,20,6,12,19,3,5,4,13,1,5,3,8,2,4,3,22,3,4,19,25,24,24,21
23,23,4,2,1,13,2,3,3,21,2,4,1,20,1,14,22,1,4,1,9,4,5,4,22,2,2,1,24,23,22,25,23,23,19,3,2,18,6,1,21,5,8,20,1,4,2,5,4,1,3,18,3,6,3,23,5,14,20,8,8,25,10
24,24,1,3,4,12,4,4,3,22,2,3,3,2,4,9,9,1,5,1,22,4,6,4,23,3,1,4,25,24,23,26,24,24,20,1,6,19,2,10,22,2,12,12,3,4,1,8,4,4,3,11,1,4,3,24,4,12,21,26,25,26,22
15,16,2,2,1,20,4,1,2,8,1,6,4,15,2,9,23,1,1,3,23,2,6,2,7,4,5,4,6,25,24,27,25,25,21,3,14,16,2,11,23,5,14,20,3,2,4,9,1,5,1,21,3,4,1,25,4,8,22,27,26,27,23
25,25,2,1,2,21,2,6,1,23,1,2,3,21,3,15,24,2,3,1,24,2,1,4,21,2,2,1,26,26,25,28,26,26,22,4,13,3,6,7,11,6,7,21,4,6,3,16,1,5,1,22,4,2,1,26,5,13,23,28,27,28,24
26,18,4,6,3,22,2,2,3,24,3,2,2,22,4,12,25,1,2,1,19,2,5,1,24,1,3,2,11,10,26,29,26,27,23,6,13,1,2,12,24,3,11,11,4,3,4,17,2,5,4,8,4,4,2,27,5,10,18,29,28,29,25
27,26,3,1,3,10,3,4,4,14,4,3,1,23,5,14,1,2,5,1,25,2,6,2,7,4,2,4,27,11,10,19,19,28,24,5,15,1,3,13,25,6,3,22,2,2,3,18,2,4,4,23,1,1,3,10,2,14,3,30,29,30,26
21,21,1,1,1,1,4,4,3,25,1,1,3,24,3,4,26,1,4,1,9,2,2,4,25,2,1,3,28,27,16,6,6,29,25,3,9,10,1,9,26,2,14,23,1,3,4,10,3,4,3,24,2,3,1,28,3,4,9,21,20,31,18
28,27,4,4,1,8,3,1,3,26,1,3,3,25,3,9,27,1,4,3,26,2,5,3,16,3,4,4,29,28,7,30,27,30,26,4,1,20,1,14,27,3,9,24,1,4,4,19,1,1,2,21,1,2,4,29,4,15,24,31,2,32,27
29,28,1,5,4,17,1,5,3,24,1,3,2,26,6,15,28,3,4,3,8,3,6,3,26,1,1,4,30,24,14,31,28,31,27,3,15,21,6,13,5,2,7,8,1,2,3,8,2,6,3,25,4,3,1,30,6,1,25,6,6,28,9
12,13,1,1,2,8,1,6,4,27,2,6,2,27,3,6,15,3,3,3,27,3,1,2,27,4,3,2,31,29,27,32,29,23,19,3,5,16,2,1,18,2,13,25,1,4,2,20,1,4,1,26,1,4,1,20,6,3,26,32,30,33,28
30,29,4,2,4,23,1,1,4,22,1,4,3,5,3,14,9,3,5,2,17,3,6,1,21,3,1,2,32,18,28,33,30,32,16,1,10,20,5,15,28,2,9,2,3,1,2,21,2,4,4,23,2,5,4,31,2,5,21,15,14,34,29
13,14,2,4,4,24,3,6,1,28,4,2,4,10,4,1,29,1,5,4,28,3,2,1,28,1,5,4,33,30,10,34,31,3,3,2,3,4,1,5,29,3,3,3,2,4,4,22,4,6,3,27,3,1,1,32,5,11,23,33,31,35,30
12,13,4,3,1,6,4,1,1,21,2,1,2,28,2,9,23,1,5,2,29,3,3,1,24,4,4,2,34,24,29,35,32,33,28,1,4,22,2,9,30,1,2,5,2,3,4,23,2,1,3,17,1,1,2,33,4,16,27,27,26,36,31
31,30,1,3,1,25,1,6,2,29,3,2,1,29,4,5,30,1,5,4,28,2,4,3,23,2,4,2,35,31,30,36,33,4,4,3,6,23,4,15,31,6,4,26,2,2,2,24,4,2,4,28,2,2,2,34,6,14,28,34,32,37,32
29,28,2,5,1,14,4,4,2,3,4,1,4,30,5,15,31,1,3,3,14,4,6,2,29,3,4,1,35,9,31,37,20,7,7,3,14,16,5,10,32,3,1,18,1,1,4,25,2,6,3,29,2,2,1,11,6,15,29,35,33,38,33
32,31,2,1,2,2,1,2,3,30,2,6,4,31,4,4,4,4,3,2,30,3,5,4,8,4,2,3,34,25,32,38,34,6,6,4,15,24,1,5,19,4,8,2,1,6,3,26,4,4,2,22,4,6,3,35,4,14,27,5,5,39,15
33,32,2,1,3,26,2,4,1,14,4,3,3,24,3,14,9,4,3,3,9,3,6,1,21,1,1,4,30,32,7,17,17,34,29,3,3,4,6,2,23,5,12,27,2,4,1,27,4,2,2,30,2,5,3,36,4,4,30,36,34,40,26
34,33,2,6,1,27,4,6,2,2,4,1,2,32,6,13,32,4,3,2,30,3,6,2,26,2,3,3,28,10,20,39,35,35,30,3,9,10,5,6,33,2,4,7,3,3,1,28,1,6,3,31,3,3,3,37,1,2,31,21,20,41,34
35,34,3,5,1,28,4,4,1,30,2,6,1,31,2,8,7,2,5,1,25,1,4,4,30,4,1,1,36,14,33,23,22,36,31,4,14,25,3,10,34,2,5,28,3,4,4,23,3,6,2,15,3,2,2,12,2,7,8,7,7,42,35
2,2,2,4,3,29,3,2,3,31,3,1,1,33,5,2,33,4,2,1,13,4,6,3,24,1,6,4,12,33,21,27,25,26,22,1,8,25,5,14,18,5,13,29,1,6,1,15,1,6,1,32,4,6,2,30,2,4,4,37,35,24,21
19,20,3,6,4,30,2,6,4,32,2,3,1,34,5,2,33,1,3,3,14,4,3,4,10,2,5,4,15,34,34,40,36,37,26,3,15,21,3,15,31,1,10,30,3,4,2,17,2,5,2,31,3,5,4,38,4,2,7,38,27,29,25
36,35,1,3,2,8,1,6,3,33,4,6,4,35,5,11,34,1,4,4,5,3,2,2,31,3,2,3,4,35,22,8,8,38,19,3,3,4,1,3,35,5,4,30,1,6,4,29,1,4,2,16,2,3,1,14,4,10,13,39,24,20,17
37,36,4,3,3,31,4,1,3,10,3,5,4,18,5,13,21,2,5,4,12,2,6,4,22,2,3,3,37,36,35,7,7,24,20,6,9,26,1,9,36,1,3,18,1,1,2,30,3,1,2,33,4,4,2,39,1,6,32,40,3,43,36
38,37,1,4,4,32,3,3,3,34,2,1,2,28,4,8,31,3,1,1,4,4,2,2,31,3,5,3,38,1,36,41,37,39,32,2,2,2,6,14,19,4,12,31,3,6,1,3,2,3,2,34,3,6,3,37,3,7,33,41,7,24,21
39,38,1,4,2,10,1,2,2,35,1,1,1,1,1,8,17,3,1,2,31,1,1,3,32,1,6,2,39,37,37,42,38,40,7,2,9,9,4,7,37,4,5,32,1,3,2,20,1,1,3,16,2,5,2,22,6,10,4,42,36,44,37
29,28,3,5,1,28,3,4,1,36,3,3,4,4,5,8,25,3,3,4,32,3,4,1,33,1,5,1,40,38,38,43,30,21,17,1,6,19,1,2,38,5,8,20,1,1,2,31,2,1,2,15,2,1,3,40,4,2,7,43,37,38,38
40,39,4,1,3,26,2,2,1,10,1,5,2,36,3,14,9,1,1,1,23,4,2,4,34,2,3,2,41,8,39,21,3,41,33,6,10,14,5,16,20,6,9,1,3,6,3,32,2,2,3,35,2,6,2,41,4,3,34,44,38,27,39
36,35,4,5,1,33,3,4,4,13,4,2,3,37,5,13,21,4,4,1,33,3,1,4,35,2,2,4,25,39,40,2,2,27,23,4,6,7,2,13,39,6,3,22,2,1,1,33,1,4,1,26,1,6,3,42,1,8,35,45,5,27,39
29,28,4,4,3,34,2,4,2,37,2,4,4,38,2,3,35,4,2,4,34,4,2,4,34,2,1,1,42,40,41,44,39,42,34,5,5,6,5,16,40,2,4,7,2,1,1,8,2,6,1,4,2,1,1,43,2,11,36,25,24,45,40
41,34,1,3,2,8,1,4,4,29,2,6,1,31,5,6,12,2,4,2,20,3,5,2,36,4,3,2,43,40,3,24,5,9,9,1,13,15,5,15,41,2,5,28,3,2,2,34,3,5,4,23,3,3,2,44,4,1,37,46,39,17,14
42,18,1,1,4,7,2,3,3,21,1,4,4,27,3,8,36,1,1,2,35,4,5,1,6,4,4,3,44,41,3,45,8,43,35,1,16,27,4,2,42,3,2,20,2,3,3,35,1,1,3,16,3,5,2,45,4,16,27,47,33,46,41
43,40,1,2,3,3,3,2,1,38,4,3,4,39,6,11,19,1,1,1,1,1,5,2,37,1,6,1,22,34,42,3,3,27,23,3,1,3,3,10,43,2,4,7,2,4,1,13,4,4,1,34,4,4,1,46,6,3,26,31,2,47,42
44,41,3,4,3,16,4,6,4,39,2,5,4,40,1,14,22,1,2,4,36,2,5,1,24,2,6,2,45,13,10,46,26,44,36,2,14,28,4,6,44,4,11,33,4,5,2,36,3,6,3,36,1,6,2,47,2,8,9,33,31,22,43
45,39,3,6,2,35,3,6,2,30,4,3,3,24,4,9,9,4,1,2,37,3,2,1,28,2,4,2,1,40,43,25,23,45,37,3,11,29,3,4,45,6,12,19,4,5,4,37,1,3,4,16,1,4,4,5,6,13,10,48,40,48,44
46,42,2,4,2,36,4,1,4,26,3,6,4,41,5,1,16,4,6,4,11,2,5,2,38,2,2,3,4,42,34,45,8,46,38,1,4,22,6,4,46,1,1,1,4,6,1,20,3,4,4,37,3,5,1,48,6,7,17,36,34,49,45
47,41,3,2,3,10,1,6,3,40,2,4,3,40,3,7,37,3,6,3,28,2,6,2,7,1,4,3,37,43,31,47,18,47,2,5,4,30,2,11,23,3,12,13,2,1,4,4,3,1,2,38,1,4,1,13,5,15,23,26,25,50,2
48,43,3,3,3,14,1,4,1,41,2,6,1,31,1,10,37,3,5,1,7,3,6,1,21,3,2,3,46,13,16,48,10,43,35,5,13,31,3,5,47,4,13,34,1,1,4,25,2,1,2,15,1,3,1,9,4,5,11,9,9,51,46
4,4,1,6,2,36,4,6,3,4,2,1,3,3,5,13,21,3,1,1,4,3,5,3,11,4,5,2,12,29,44,49,40,39,32,2,11,32,6,16,8,2,5,28,2,4,2,38,2,5,3,39,3,6,3,11,3,2,9,49,41,16,3
49,44,3,5,4,37,1,4,1,10,3,6,4,41,5,5,25,2,1,1,38,3,5,4,8,1,5,1,34,10,45,41,37,39,32,1,1,1,6,1,2,4,11,33,1,2,2,39,1,2,4,40,3,3,2,23,1,5,14,50,42,51,46
33,32,2,5,4,38,3,3,4,42,3,5,4,18,1,15,16,1,4,1,9,2,1,1,9,4,6,3,39,35,12,50,41,48,9,5,12,8,4,1,44,4,13,34,4,3,3,9,2,1,4,40,4,4,3,16,3,8,38,11,11,52,32
11,11,1,6,3,39,4,5,3,26,4,4,1,19,6,8,11,4,5,4,32,3,2,1,39,3,2,1,47,10,46,51,5,3,3,1,12,5,4,11,48,3,13,15,4,6,2,40,4,6,2,41,2,5,1,49,6,1,25,32,30,50,2
50,45,4,5,1,33,1,2,4,33,2,5,1,42,1,12,9,4,5,4,32,2,6,3,19,3,5,4,48,44,30,16,16,49,39,6,14,33,4,14,49,2,9,2,2,5,4,32,4,4,2,42,1,2,3,37,5,3,39,51,43,53,46
18,19,2,4,1,40,4,1,4,31,1,3,2,26,4,4,4,3,1,4,27,4,4,4,19,2,4,1,49,45,47,52,42,50,40,4,16,34,6,1,50,6,15,9,4,2,1,14,4,4,4,43,2,2,1,18,3,8,38,29,28,54,47
51,46,2,5,1,41,3,3,4,39,1,4,1,11,4,10,14,2,3,3,12,1,6,3,7,1,1,1,28,46,41,53,41,51,22,5,1,23,5,1,31,4,2,16,3,5,1,19,2,3,2,5,3,2,4,50,2,7,8,17,16,55,48
52,9,2,5,4,38,3,6,3,39,4,5,4,40,3,4,26,1,6,1,38,1,2,2,19,3,5,1,50,47,48,54,43,52,41,4,16,34,4,16,51,5,8,20,2,1,2,16,2,2,2,44,2,6,1,14,6,4,40,32,30,56,49
53,42,1,5,2,42,4,3,4,5,1,2,1,43,5,10,4,4,5,1,26,2,3,4,28,4,4,2,44,7,46,10,10,53,16,2,9,9,6,10,39,5,11,35,2,3,3,1,1,5,2,45,4,5,1,51,6,12,16,35,33,45,40
24,24,3,2,1,8,1,6,1,10,3,3,4,4,3,8,36,4,1,4,10,2,2,1,40,4,2,1,51,48,49,5,44,53,16,6,12,35,6,12,20,6,9,1,2,1,2,16,4,4,1,46,1,6,3,26,3,1,1,52,44,57,50
8,8,1,3,4,43,2,4,4,43,4,2,4,10,3,6,15,2,4,1,6,2,6,1,41,2,5,4,16,46,50,55,36,5,5,1,15,36,6,8,52,4,10,26,2,2,3,18,4,5,3,17,2,6,1,52,6,4,40,53,6,56,39
54,47,1,6,2,44,2,6,1,44,2,1,1,44,5,15,31,1,5,4,28,3,2,4,5,4,1,1,52,49,51,56,14,54,42,4,3,17,4,16,51,4,8,36,3,1,4,41,1,2,3,7,1,5,1,53,2,11,36,54,45,18,15
25,25,1,5,1,11,1,4,1,10,3,5,4,18,1,3,38,3,4,4,5,3,3,4,29,2,5,2,53,50,9,57,45,40,43,5,11,37,1,4,17,6,6,7,3,4,1,42,3,6,4,47,1,5,1,54,3,1,1,55,46,58,51
51,46,1,4,4,32,3,3,2,36,4,2,2,11,2,14,39,4,1,1,39,4,4,1,7,2,3,2,20,51,52,53,41,55,44,4,11,2,1,5,25,6,9,1,3,1,3,43,4,1,2,42,1,6,1,25,4,13,2,39,24,59,52
15,16,4,6,2,18,3,5,3,45,2,4,4,38,6,12,40,2,1,1,38,1,1,3,42,1,4,2,41,52,40,7,7,56,45,3,13,11,1,2,53,5,12,27,1,2,4,44,4,6,2,21,1,1,2,37,6,16,41,56,3,20,17
23,23,1,3,3,32,1,5,1,13,3,6,4,41,4,10,14,4,5,2,40,4,3,2,43,2,4,1,49,38,53,49,46,57,46,3,15,21,2,6,54,4,11,33,2,3,3,10,2,1,2,15,3,2,2,15,3,11,15,57,47,35,30
32,31,4,5,4,45,3,1,2,46,3,5,2,45,4,5,30,2,4,2,24,3,2,1,44,4,5,2,54,53,54,27,25,58,40,6,11,38,6,8,55,4,9,18,4,2,2,45,1,2,3,7,3,2,1,17,2,12,34,58,48,60,53
55,13,4,1,3,19,4,5,2,47,3,5,3,8,6,5,6,3,1,3,41,2,2,3,42,1,2,2,3,5,4,58,47,33,28,2,13,39,1,12,56,4,7,17,3,6,4,46,1,6,4,48,2,3,4,1,5,7,42,40,3,39,15
47,41,2,3,2,11,2,3,1,45,2,3,1,34,2,10,26,2,6,4,42,1,3,3,35,4,3,3,19,40,55,59,48,1,47,5,1,23,4,10,24,3,16,37,1,6,3,26,3,3,3,14,3,6,2,55,4,1,37,37,35,61,54
56,48,2,5,3,46,3,3,1,31,2,5,3,39,4,13,32,1,6,4,43,2,2,3,42,1,4,2,27,54,18,20,20,59,48,2,8,4,3,1,57,1,11,13,1,6,4,29,1,3,2,43,2,3,4,56,1,6,32,59,17,62,53
57,49,4,1,1,19,2,3,1,45,1,6,3,40,3,1,41,3,2,1,16,3,2,2,31,3,5,1,55,41,56,60,49,59,14,1,13,15,4,12,14,5,10,38,2,4,2,38,4,5,4,19,1,3,4,45,1,16,43,60,49,63,55
58,22,3,3,2,39,1,3,4,22,2,6,3,46,3,16,42,2,2,4,4,1,6,2,15,1,5,3,52,55,3,36,33,60,9,6,16,9,1,3,15,2,6,39,2,3,2,12,4,1,4,31,2,1,4,18,5,16,44,61,50,16,56
59,46,1,5,1,38,2,4,1,48,2,3,1,34,4,3,43,2,2,1,16,3,2,1,28,3,1,3,56,31,57,39,35,18,15,6,4,40,6,7,37,6,10,37,3,1,3,47,1,4,2,49,4,3,1,38,4,1,37,55,46,64,57
31,30,2,3,2,11,2,3,2,49,1,2,2,7,4,6,44,4,3,2,30,3,6,1,21,4,2,4,2,56,32,61,50,61,49,6,3,41,6,9,56,3,8,40,1,2,3,12,1,3,4,16,1,4,3,51,5,3,39,62,16,65,3
60,50,4,6,2,18,3,4,2,50,1,4,4,27,3,16,42,2,5,3,25,1,6,2,42,3,5,4,57,53,58,28,26,43,35,4,5,8,6,1,50,1,2,5,4,6,2,48,2,3,4,17,3,3,2,37,6,13,10,40,51,38,33
61,49,1,4,4,32,3,4,2,45,1,2,2,7,3,4,26,3,3,4,32,4,3,3,19,4,3,4,20,57,59,62,51,31,27,4,9,42,2,2,54,3,8,40,2,1,2,16,3,2,3,50,1,1,4,57,5,7,42,41,7,35,30
53,42,4,2,3,47,1,1,3,51,4,3,4,39,4,10,14,1,6,1,38,2,6,3,19,1,5,1,50,58,60,7,7,62,50,6,1,43,5,5,24,4,14,41,4,6,3,30,3,1,3,51,2,5,3,58,6,16,41,63,52,66,58
42,18,4,5,4,15,4,5,2,36,1,4,3,5,1,1,1,2,3,2,44,4,2,2,31,1,2,3,58,57,55,54,43,63,51,1,15,36,5,16,58,3,4,42,4,3,3,9,3,2,4,13,4,6,3,59,2,9,12,64,30,67,25
39,38,3,2,3,10,4,3,3,52,1,5,1,9,2,9,23,3,3,3,27,4,3,4,10,2,5,3,36,46,61,50,41,28,24,5,9,44,5,12,47,3,1,18,3,1,3,43,4,2,3,39,4,3,3,44,3,2,9,65,53,45,40
62,51,2,2,3,22,2,4,4,43,1,3,4,47,5,11,34,4,5,3,30,3,6,3,26,3,3,2,59,43,62,56,14,64,45,4,10,19,6,2,59,6,7,21,2,4,2,38,3,4,1,52,2,1,1,55,1,1,1,66,54,46,46
63,52,3,3,3,14,2,1,4,53,4,2,3,37,1,4,15,4,1,1,39,3,6,3,26,2,6,2,16,11,63,63,52,65,52,3,1,3,5,10,60,2,14,23,3,6,1,3,2,4,1,53,1,4,2,60,6,8,45,67,55,68,59
64,53,2,5,2,48,4,2,2,25,1,1,4,12,5,1,1,4,5,4,32,3,6,1,21,3,2,2,3,2,64,64,43,66,22,6,1,43,4,4,61,1,7,43,3,4,1,8,1,4,1,26,1,4,3,61,4,2,7,64,30,69,41
9,9,4,5,3,13,4,3,3,45,1,3,3,25,4,2,24,4,2,3,18,1,5,3,45,1,3,4,52,59,65,14,14,33,28,2,4,23,1,1,17,6,6,7,4,1,1,49,2,2,3,35,2,3,2,28,4,8,22,68,56,70,60
59,46,4,1,4,26,3,6,2,54,3,4,2,6,2,10,26,3,5,1,7,3,2,3,46,2,5,3,4,60,2,22,21,67,53,3,16,45,2,11,62,5,15,26,3,4,4,50,2,5,1,54,3,4,1,25,6,15,29,11,11,1,31
11,11,1,1,1,1,2,6,1,40,3,2,1,29,3,6,15,1,6,2,22,1,4,2,47,4,3,1,41,61,61,65,53,68,54,1,14,7,5,3,8,5,10,38,1,2,1,51,4,1,1,19,1,4,4,62,6,8,45,49,41,36,31
53,42,1,5,4,17,2,5,3,45,3,5,4,18,3,4,26,1,1,2,35,1,6,3,34,1,4,4,60,62,33,66,44,33,28,1,4,22,2,10,63,1,10,30,1,6,4,29,4,5,3,17,2,6,4,51,5,15,23,56,57,12,61
52,9,4,6,1,48,1,4,4,4,1,2,3,21,3,2,13,1,1,3,23,3,6,1,21,4,4,1,49,47,19,67,44,69,28,3,3,4,4,7,64,2,4,7,3,6,4,14,4,1,3,55,3,1,4,31,6,3,26,8,8,71,62
65,54,3,5,2,46,2,2,3,55,2,3,2,35,3,9,27,4,4,1,33,2,3,3,14,3,1,2,56,63,66,43,30,70,15,4,10,19,4,8,55,6,5,29,2,3,3,10,4,2,4,17,3,3,1,63,1,14,34,38,27,72,14
45,39,1,3,2,8,3,3,2,36,1,2,3,21,6,13,32,3,5,1,7,2,2,1,48,2,3,2,41,64,67,68,47,41,33,5,16,18,2,6,59,4,16,44,1,1,2,31,1,4,1,26,4,5,2,40,1,14,34,37,35,43,24
13,14,3,6,4,30,2,1,4,56,1,4,3,5,6,10,45,2,4,2,24,3,5,2,49,1,5,4,29,65,54,14,14,35,30,3,6,23,5,10,50,3,7,41,3,3,4,52,3,4,4,54,4,2,3,35,4,7,46,14,13,30,26
66,12,2,6,2,49,3,3,3,57,4,3,3,24,1,14,22,1,2,2,2,4,3,2,43,4,1,1,15,66,39,24,5,64,27,6,6,27,4,10,65,3,4,42,3,4,3,32,3,4,2,34,2,6,1,1,2,5,21,69,58,61,54
12,13,1,1,4,7,1,4,3,58,2,1,2,28,1,1,1,4,5,2,40,3,3,2,32,1,5,4,20,14,68,18,18,71,39,1,13,15,3,11,40,4,10,26,4,2,3,53,1,5,4,56,1,6,4,5,4,9,47,19,18,73,55
67,55,3,3,3,14,2,3,1,32,4,6,1,48,4,14,13,3,2,2,45,4,3,4,10,2,5,4,5,67,69,55,54,8,33,2,5,46,6,14,50,6,1,45,1,5,3,11,1,2,3,57,3,3,4,46,1,15,48,66,54,74,63
20,9,4,3,1,6,4,3,4,39,1,3,2,26,3,1,41,3,4,1,2,4,2,4,50,1,6,2,61,68,45,49,40,72,37,6,2,47,2,11,17,3,9,24,1,6,2,54,3,1,3,22,2,2,4,59,4,5,11,47,33,75,39
38,37,1,3,1,25,2,6,4,20,3,2,1,29,3,14,9,2,2,2,3,4,3,2,43,3,5,3,62,66,59,37,20,73,47,3,11,29,4,12,43,3,5,37,3,3,1,28,4,2,4,28,2,1,1,55,6,1,25,36,34,58,3
5,5,1,2,4,1,4,3,1,10,2,1,2,28,2,1,18,3,4,2,43,1,3,4,39,2,3,3,63,69,70,69,55,68,54,1,16,27,5,4,5,4,2,16,4,4,1,55,2,4,2,19,1,4,1,64,5,4,49,70,59,76,4
68,56,1,3,4,43,4,5,4,54,3,2,3,39,6,2,10,3,5,3,5,1,4,1,4,2,6,4,64,26,71,15,15,74,55,1,4,22,3,5,40,2,1,37,3,4,1,8,1,3,3,58,1,3,2,22,1,5,14,71,60,77,64
69,16,4,6,2,18,4,1,1,26,3,1,2,46,1,1,1,4,1,3,15,4,6,1,5,3,5,4,51,16,49,47,18,75,14,5,13,31,5,2,60,6,3,22,2,1,3,3,2,3,2,5,2,3,4,62,1,9,45,44,38,5,65
70,30,4,6,2,18,2,5,1,26,4,1,2,49,3,15,24,4,1,4,10,2,4,4,51,1,4,2,27,55,62,49,46,76,56,4,8,6,1,10,66,6,6,7,2,2,3,9,1,5,3,13,3,3,1,23,6,8,45,66,54,78,48
